,receptor,TF
8449,ITGB4,DLX5
8450,ITGB4,POU5F1
8451,ITGB4,SP7
8452,ITGB4,RARG
8453,ITGB4,NR3C1
8454,ITGB4,FOXA2
8455,ITGB4,THRA
8456,ITGB4,ARNT
8457,ITGB4,ESR2
8458,ITGB4,NFATC3
8459,ITGB4,RXRB
8460,ITGB4,MLX
8461,ITGB4,PINX1
8462,ITGB4,MEF2C
8463,ITGB4,SREBF1
8464,ITGB4,SOX9
8465,ITGB4,MYOD1
8466,ITGB4,STAT6
8467,ITGB4,MEF2D
8468,ITGB4,RARB
8469,ITGB4,HIF1A
8470,ITGB4,GLI2
8471,ITGB4,FOXN3
8472,ITGB4,ID2
8473,ITGB4,NEUROD1
8474,ITGB4,TSC22D3
8475,ITGB4,XPA
8476,ITGB4,MEF2A
8477,ITGB4,BCL11A
8478,ITGB4,ZHX1
8479,ITGB4,MEF2B
8480,ITGB4,TEAD1
8481,ITGB4,RXRG
8482,ITGB4,JUN
8483,ITGB4,NFATC2
8484,ITGB4,ETS2
8485,RPSA,NFKB1
8486,IL27RA,STAT1
8487,IL27RA,STAT2
8488,IL27RA,STAT5A
8489,IL27RA,STAT4
8490,IL27RA,STAT3
8491,IL27RA,MYC
8492,IL27RA,IRF1
8493,IL27RA,IRF8
8494,IL27RA,ARNT
8495,IL27RA,IRF9
8496,IL27RA,IRF2
8497,IL27RA,SMAD7
8498,IL27RA,TBX21
8499,IL27RA,WT1
8500,IL27RA,FOXP3
8501,IL27RA,FOS
8502,IL27RA,ETV5
8503,IL27RA,JUNB
8504,IL27RA,KLF4
8505,IL27RA,EGR1
8506,IL27RA,PRDM1
8507,IL27RA,SPI1
8508,IL27RA,RELA
8509,IL27RA,FOXO1
8510,IL27RA,TWIST1
8511,IL27RA,CEBPD
8512,IL27RA,BCL6
8513,IL27RA,RFX5
8514,IL27RA,NFKB1
8515,IL27RA,YBX1
8516,IL27RA,AIRE
8517,EDNRA,GLI1
8518,EDNRA,STAT3
8519,EDNRA,NFKB1
8520,EDNRA,HIF1A
8521,EDNRA,RELA
8522,EDNRA,MYC
8523,EDNRA,TP53
8524,EDNRA,FOXO1
8525,EDNRA,FOXO3
8526,EDNRA,FOXO4
8527,EDNRA,SMARCC1
8528,EDNRA,AR
8529,EDNRA,YBX1
8530,EDNRA,SMAD3
8531,EDNRA,NRF1
8532,EDNRA,CREB1
8533,EDNRA,HSF1
8534,EDNRA,SOX2
8535,EDNRA,ESR1
8536,EDNRA,TWIST1
8537,EDNRA,RARA
8538,EDNRA,GATA1
8539,EDNRA,DLX5
8540,EDNRA,POU5F1
8541,EDNRA,SP7
8542,EDNRA,RARG
8543,EDNRA,NR3C1
8544,EDNRA,FOXA2
8545,EDNRA,THRA
8546,EDNRA,ARNT
8547,EDNRA,ESR2
8548,EDNRA,NFATC3
8549,EDNRA,RXRB
8550,EDNRA,MLX
8551,EDNRA,PINX1
8552,EDNRA,MEF2C
8553,EDNRA,NCOA1
8554,EDNRA,SREBF1
8555,EDNRA,RXRA
8556,EDNRA,SOX9
8557,EDNRA,MYOD1
8558,EDNRA,STAT6
8559,EDNRA,MEF2D
8560,EDNRA,ETS1
8561,EDNRA,RARB
8562,EDNRA,GLI2
8563,EDNRA,FOXN3
8564,EDNRA,ID2
8565,EDNRA,NEUROD1
8566,EDNRA,TSC22D3
8567,EDNRA,MTA1
8568,EDNRA,XPA
8569,EDNRA,MEF2A
8570,EDNRA,BCL11A
8571,EDNRA,ZHX1
8572,EDNRA,MEF2B
8573,EDNRA,TEAD1
8574,EDNRA,RXRG
8575,EDNRA,JUN
8576,EDNRA,FOS
8577,EDNRA,GATA4
8578,EDNRA,STAT5B
8579,EDNRA,STAT1
8580,EDNRA,STAT5A
8581,EDNRA,DBP
8582,EDNRA,STAT4
8583,EDNRA,ATOH1
8584,EDNRA,TET2
8585,EDNRA,GTF2I
8586,EDNRA,STAT2
8587,EDNRA,TBX21
8588,EDNRA,ELK4
8589,EDNRA,ATF2
8590,EDNRA,PAX2
8591,EDNRA,JUND
8592,EDNRA,SP1
8593,EDNRA,ELK1
8594,EDNRA,ELK3
8595,EDNRA,TP73
8596,EDNRA,JUNB
8597,EDNRA,IRF3
8598,EDNRA,ATF7
8599,EDNRA,JDP2
8600,EDNRA,SMAD4
8601,EDNRA,NFATC1
8602,EDNRA,PPARA
8603,EDNRA,IRF1
8604,EDNRA,FOSL1
8605,EDNRA,HNF1A
8606,EDNRA,HNF4A
8607,EDNRA,ETV1
8608,EDNRA,MITF
8609,EDNRA,ZNF385A
8610,EDNRA,SRF
8611,EDNRA,ERF
8612,EDNRA,ZBTB16
8613,EDNRA,E2F1
8614,EDNRA,ETV4
8615,EDNRA,ID4
8616,EDNRA,NFATC2
8617,EDNRA,EGR1
8618,EDNRB,GLI1
8619,EDNRB,STAT4
8620,EDNRB,ATF2
8621,EDNRB,SMAD3
8622,EDNRB,MEF2C
8623,EDNRB,FOS
8624,EDNRB,USF1
8625,EDNRB,ELK1
8626,EDNRB,DDIT3
8627,EDNRB,MEF2D
8628,EDNRB,CREB1
8629,EDNRB,MAX
8630,EDNRB,ELK3
8631,EDNRB,STAT3
8632,EDNRB,STAT1
8633,EDNRB,MEF2B
8634,EDNRB,JUN
8635,EDNRB,TP53
8636,EDNRB,SP7
8637,EDNRB,NFATC4
8638,EDNRB,MEF2A
8639,EDNRB,ESR1
8640,EDNRB,NR3C1
8641,EDNRB,TCF3
8642,EDNRB,RUNX2
8643,EDNRB,GATA2
8644,EDNRB,FOXC1
8645,EDNRB,PIAS2
8646,EDNRB,HBP1
8647,EDNRB,JUNB
8648,EDNRB,TWIST1
8649,EDNRB,FOXO3
8650,EDNRB,ATF6
8651,EDNRB,DLX5
8652,EDNRB,AR
8653,EDNRB,ETS1
8654,EDNRB,ETS2
8655,EDNRB,MYC
8656,EDNRB,RARA
8657,EDNRB,RELA
8658,EDNRB,MITF
8659,EDNRB,ELK4
8660,EDNRB,ATF4
8661,EDNRB,CEBPB
8662,EDNRB,CEBPA
8663,EDNRB,TP73
8664,EDNRB,ATF1
8665,EDNRB,RARB
8666,EDNRB,SP1
8667,EDNRB,SRF
8668,EDNRB,TFAP2A
8669,EDNRB,RARG
8670,EDNRB,NCOR2
8671,EDNRB,GATA3
8672,EDNRB,NFKB1
8673,EDNRB,MLX
8674,EDNRB,MYOD1
8675,EDNRB,ZHX1
8676,EDNRB,CREB3L4
8677,EDNRB,CREB5
8678,EDNRB,ATF6B
8679,EDNRB,CREB3L3
8680,EDNRB,CREB3L2
8681,EDNRB,CREB3
8682,EDNRB,CREB3L1
8683,EDNRB,STAT5A
8684,EDNRB,EGR1
8685,EPHA1,GATA4
8686,EPHA1,FOS
8687,EPHA2,ELK1
8688,EPHA2,CREB1
8689,EPHA2,STAT5A
8690,EPHA2,EGR1
8691,EPHA2,POU2F2
8692,EPHA2,RELA
8693,EPHA2,SMAD4
8694,EPHA2,STAT3
8695,EPHA2,SP1
8696,EPHA2,NFKB1
8697,EPHA2,MYC
8698,EPHA2,GATA4
8699,EPHA2,FOS
8700,EPHA2,TP53
8701,EPHA4,STAT5B
8702,EPHA4,TSC22D3
8703,EPHA4,STAT2
8704,EPHA4,NFATC4
8705,EPHA4,SOX10
8706,EPHA4,MTA1
8707,EPHA4,STAT5A
8708,EPHA4,FOXP3
8709,EPHA4,FOS
8710,EPHA4,STAT3
8711,EPHA4,STAT1
8712,EPHA4,STAT6
8713,EPHA4,DBP
8714,EPHA4,STAT4
8715,EPHA4,ATOH1
8716,EPHA4,TET2
8717,EPHA4,GTF2I
8718,EPHA4,MYC
8719,EPHA4,RELA
8720,EPHA4,TBX21
8721,EPHA4,NFKB1
8722,EPHA4,SMAD3
8723,EPHA4,EGR1
8724,EPHA4,CREB1
8725,EPHA4,MEF2A
8726,EPHA4,NR3C1
8727,EPHA4,FOXC2
8728,EPHA4,CLOCK
8729,EPHA4,AR
8730,EPHA4,HIF1A
8731,EPHA4,TP53
8732,EPHA4,NFAT5
8733,EPHA4,SMAD4
8734,EPHA4,MLX
8735,EPHA4,IRF3
8736,EPHA4,ZNF397
8737,EPHA4,ZHX1
8738,EPHA4,SRF
8739,EPHA4,PRDM1
8740,EPHA4,HES1
8741,EPHA4,ETS1
8742,EPHA4,TSC22D4
8743,EPHA4,GATA4
8744,EPHA5,GATA4
8745,EPHA5,FOS
8746,EPHA5,MEF2A
8747,EPHA5,NR3C1
8748,EPHA5,FOXC2
8749,EPHA5,CLOCK
8750,EPHA5,AR
8751,EPHA5,HIF1A
8752,EPHA5,CREB1
8753,EPHA5,TP53
8754,EPHA5,STAT3
8755,EPHA5,NFAT5
8756,EPHA5,SMAD4
8757,EPHA5,MLX
8758,EPHA5,IRF3
8759,EPHA5,NFATC4
8760,EPHA5,ZNF397
8761,EPHA5,ZHX1
8762,EPHA5,MTA1
8763,EPHA5,SMAD3
8764,EPHA5,SRF
8765,EPHA5,PRDM1
8766,EPHA5,HES1
8767,EPHA5,SOX10
8768,EPHA5,ETS1
8769,EPHA5,TSC22D4
8770,EPHA5,TSC22D3
8771,EPHA5,STAT2
8772,EPHA6,GATA4
8773,EPHA6,FOS
8774,EPHA6,MEF2A
8775,EPHA6,NR3C1
8776,EPHA6,FOXC2
8777,EPHA6,CLOCK
8778,EPHA6,AR
8779,EPHA6,HIF1A
8780,EPHA6,CREB1
8781,EPHA6,TP53
8782,EPHA6,STAT3
8783,EPHA6,NFAT5
8784,EPHA6,SMAD4
8785,EPHA6,MLX
8786,EPHA6,IRF3
8787,EPHA6,NFATC4
8788,EPHA6,ZNF397
8789,EPHA6,ZHX1
8790,EPHA6,MTA1
8791,EPHA6,SMAD3
8792,EPHA6,SRF
8793,EPHA6,PRDM1
8794,EPHA6,HES1
8795,EPHA6,SOX10
8796,EPHA6,ETS1
8797,EPHA6,TSC22D4
8798,EPHA7,GATA4
8799,EPHA7,FOS
8800,EPHA7,MEF2A
8801,EPHA7,NR3C1
8802,EPHA7,FOXC2
8803,EPHA7,CLOCK
8804,EPHA7,AR
8805,EPHA7,HIF1A
8806,EPHA7,CREB1
8807,EPHA7,TP53
8808,EPHA7,STAT3
8809,EPHA7,NFAT5
8810,EPHA7,SMAD4
8811,EPHA7,MLX
8812,EPHA7,IRF3
8813,EPHA7,NFATC4
8814,EPHA7,ZNF397
8815,EPHA7,ZHX1
8816,EPHA7,MTA1
8817,EPHA7,SMAD3
8818,EPHA7,SRF
8819,EPHA7,PRDM1
8820,EPHA7,HES1
8821,EPHA7,SOX10
8822,EPHA7,ETS1
8823,EPHA7,TSC22D4
8824,EPHA8,ESR1
8825,EPHB1,STAT3
8826,EPHB1,NFATC4
8827,EPHB1,JUN
8828,EPHB1,NEUROD1
8829,EPHB1,JUNB
8830,EPHB1,KLF4
8831,EPHB1,EGR1
8832,EPHB1,PRDM1
8833,EPHB1,SPI1
8834,EPHB1,RELA
8835,EPHB1,STAT1
8836,EPHB1,FOXO1
8837,EPHB1,TWIST1
8838,EPHB1,MYC
8839,EPHB1,IRF1
8840,EPHB1,CEBPD
8841,EPHB1,BCL6
8842,EPHB1,CREB1
8843,EPHB1,ZBTB7A
8844,EPHB1,SP1
8845,EPHB1,NFKB1
8846,EPHB1,ETS1
8847,EPHB1,RXRG
8848,EPHB1,SRF
8849,EPHB1,RXRA
8850,EPHB1,PLSCR1
8851,EPHB1,AR
8852,EPHB1,PPARG
8853,EPHB1,RUNX1
8854,EPHB1,STAT5A
8855,EPHB1,FOXM1
8856,EPHB1,IRF3
8857,EPHB1,IRF4
8858,EPHB1,SMAD3
8859,EPHB1,STAT5B
8860,EPHB1,ESR1
8861,EPHB1,GTF2I
8862,EPHB1,KLF16
8863,EPHB1,FOS
8864,EPHB1,TCF7L2
8865,EPHB1,SMAD1
8866,EPHB1,CSDE1
8867,EPHB1,GATA4
8868,EPHB1,PINX1
8869,EPHB1,NKX2-5
8870,EPHB1,ATF2
8871,EPHB1,MTA1
8872,EPHB1,POU2F2
8873,EPHB1,SMAD4
8874,EPHB1,GLI1
8875,EPHB1,ELK4
8876,EPHB1,STAT2
8877,EPHB1,VDR
8878,EPHB1,ERF
8879,EPHB1,SMARCC2
8880,EPHB1,TSC22D3
8881,EPHB1,MXD1
8882,EPHB1,SOX10
8883,EPHB1,HIF1A
8884,EPHB1,TP53
8885,EPHB1,HSF1
8886,EPHB1,TET2
8887,EPHB1,ELK1
8888,EPHB1,GLI2
8889,EPHB1,NCOR2
8890,EPHB2,FOS
8891,EPHB2,ELK1
8892,EPHB2,STAT1
8893,EPHB2,TP73
8894,EPHB2,PLSCR1
8895,EPHB2,JUN
8896,EPHB2,ESR1
8897,EPHB2,TUB
8898,EPHB2,STAT5B
8899,EPHB2,STAT6
8900,EPHB2,STAT5A
8901,EPHB2,STAT3
8902,EPHB2,IRF3
8903,EPHB2,PPARG
8904,EPHB2,PAX7
8905,EPHB2,MYC
8906,EPHB2,CEBPB
8907,EPHB2,TP63
8908,EPHB2,ZNF746
8909,EPHB2,IKZF1
8910,EPHB2,AR
8911,EPHB2,RXRA
8912,EPHB2,RUNX1
8913,EPHB2,FOXM1
8914,EPHB2,IRF4
8915,EPHB2,SMAD3
8916,EPHB2,GTF2I
8917,EPHB2,KLF16
8918,EPHB2,NFKB1
8919,EPHB2,RELA
8920,EPHB2,TCF7L2
8921,EPHB2,TSC22D3
8922,EPHB2,STAT2
8923,EPHB2,NFATC4
8924,EPHB2,SOX10
8925,EPHB2,MTA1
8926,EPHB2,NFAT5
8927,EPHB2,ETS1
8928,EPHB2,FOSL2
8929,EPHB2,SMAD7
8930,EPHB2,DMTF1
8931,EPHB2,FOSL1
8932,EPHB2,CBFB
8933,EPHB2,EGR1
8934,EPHB2,SMAD1
8935,EPHB2,CSDE1
8936,EPHB2,GATA4
8937,EPHB2,PINX1
8938,EPHB2,NKX2-5
8939,EPHB2,ATF2
8940,EPHB2,IRF1
8941,EPHB2,IRF8
8942,EPHB2,ARNT
8943,EPHB2,IRF9
8944,EPHB2,IRF2
8945,EPHB2,TBX21
8946,EPHB2,WT1
8947,EPHB2,ID4
8948,EPHB2,NFATC2
8949,EPHB2,GABPA
8950,EPHB2,TCF3
8951,EPHB2,HIF1A
8952,EPHB2,JUND
8953,EPHB2,GATA1
8954,EPHB2,ELK4
8955,EPHB2,SMAD2
8956,EPHB2,TAL1
8957,EPHB2,ELK3
8958,EPHB2,TWIST1
8959,EPHB2,SP1
8960,EPHB2,IRX2
8961,EPHB2,SREBF2
8962,EPHB2,SREBF1
8963,EPHB2,SMAD4
8964,EPHB2,E2F1
8965,EPHB2,NCOA1
8966,EPHB2,RUNX2
8967,EPHB2,EPAS1
8968,EPHB2,UBTF
8969,EPHB2,PPARA
8970,EPHB2,HSF1
8971,EPHB2,MAZ
8972,EPHB2,TFCP2
8973,EPHB2,MITF
8974,EPHB2,SP3
8975,EPHB2,TP53
8976,EPHB2,RARG
8977,EPHB2,MXD1
8978,EPHB2,RXRG
8979,EPHB2,SPDEF
8980,EPHB2,RARA
8981,EPHB2,NKX2-1
8982,EPHB2,CREB1
8983,EPHB2,ZHX1
8984,EPHB2,IKZF3
8985,EPHB2,RARB
8986,EPHB2,PURA
8987,EPHB2,HNF1A
8988,EPHB2,RXRB
8989,EPHB2,CREB3L4
8990,EPHB2,ATF4
8991,EPHB2,CREB3L1
8992,EPHB2,ATF6B
8993,EPHB2,CREB3L3
8994,EPHB2,CREB5
8995,EPHB2,CREB3L2
8996,EPHB2,CREB3
8997,EPHB2,ESR2
8998,EPHB2,SRF
8999,EPHB2,ETV4
9000,EPHB2,TFE3
9001,EPHB2,POU2F2
9002,EPHB2,VDR
9003,EPHB2,ERF
9004,EPHB2,SMARCC2
9005,EPHB2,ELF3
9006,EPHB2,SNAI1
9007,EPHB2,FOXN3
9008,EPHB2,PRDM1
9009,EPHB2,MAX
9010,EPHB2,ZBTB44
9011,EPHB2,MYOD1
9012,EPHB2,ZNF396
9013,EPHB2,GLI1
9014,EPHB2,NEUROD1
9015,EPHB2,SMAD6
9016,EPHB2,SMAD9
9017,EPHB2,LEF1
9018,EPHB2,SMAD5
9019,EPHB2,PIAS4
9020,EPHB2,KLF10
9021,EPHB2,SNAI2
9022,EPHB2,FOXP3
9023,EPHB2,TSC22D1
9024,EPHB2,FLI1
9025,EPHB2,DACH1
9026,EPHB2,ZBTB7A
9027,EPHB3,MTA1
9028,EPHB3,STAT3
9029,EPHB3,SOX9
9030,EPHB3,GATA1
9031,EPHB3,NFE2L2
9032,EPHB3,STAT1
9033,EPHB3,TP73
9034,EPHB3,PLSCR1
9035,EPHB3,KLF5
9036,EPHB3,TP53
9037,EPHB3,LRRFIP1
9038,EPHB3,TSC22D4
9039,EPHB3,NFKB1
9040,EPHB3,ARID3A
9041,EPHB3,GLI2
9042,EPHB3,TWIST1
9043,EPHB3,RELA
9044,EPHB3,ERF
9045,EPHB3,NEUROD1
9046,EPHB3,MYC
9047,EPHB4,STAT3
9048,EPHB4,CREB1
9049,EPHB4,SP1
9050,EPHB4,NFKB1
9051,EPHB4,MYC
9052,EPHB4,RELA
9053,EPHB4,ZBTB7A
9054,EPHB4,HIF1A
9055,EPHB4,TP53
9056,PECAM1,ETS1
9057,PECAM1,MTA1
9058,PECAM1,STAT5A
9059,PECAM1,STAT6
9060,PECAM1,STAT3
9061,PECAM1,AR
9062,PECAM1,PLSCR1
9063,PECAM1,STAT1
9064,PECAM1,RXRA
9065,PECAM1,PPARG
9066,PECAM1,RUNX1
9067,PECAM1,FOXM1
9068,PECAM1,IRF3
9069,PECAM1,IRF4
9070,PECAM1,SMAD3
9071,PECAM1,STAT5B
9072,PECAM1,ESR1
9073,PECAM1,GTF2I
9074,PECAM1,KLF16
9075,PECAM1,FOS
9076,PECAM1,NFKB1
9077,PECAM1,RELA
9078,PECAM1,TCF7L2
9079,PECAM1,NANOG
9080,PECAM1,NCOA1
9081,PECAM1,SMAD4
9082,PECAM1,TERF1
9083,PECAM1,MITF
9084,EPOR,STAT5A
9085,EPOR,STAT1
9086,EPOR,STAT3
9087,EPOR,NFKB1
9088,EPOR,STAT5B
9089,EPOR,STAT6
9090,EPOR,DBP
9091,EPOR,STAT4
9092,EPOR,ATOH1
9093,EPOR,TET2
9094,EPOR,GTF2I
9095,EPOR,MYC
9096,EPOR,STAT2
9097,EPOR,FOS
9098,EPOR,RELA
9099,EPOR,TBX21
9100,EPOR,MTA1
9101,EPOR,SMAD3
9102,EPOR,CREB1
9103,EPOR,SP1
9104,EPOR,IKZF1
9105,EPOR,ZNF397
9106,EPOR,ZNF655
9107,EPOR,NFATC3
9108,EPOR,ATF6
9109,EPOR,JUN
9110,EPOR,HES1
9111,EPOR,AR
9112,EPOR,ELK1
9113,EPOR,FOXP3
9114,EPOR,EGR1
9115,EPOR,ELK4
9116,EPOR,ATF2
9117,EPOR,PAX2
9118,EPOR,JUND
9119,EPOR,ELK3
9120,EPOR,TWIST1
9121,EPOR,FOXO4
9122,EPOR,TP73
9123,EPOR,JUNB
9124,EPOR,TP53
9125,EPOR,HSF1
9126,EPOR,IRF3
9127,EPOR,NR3C1
9128,EPOR,RXRA
9129,EPOR,RARA
9130,EPOR,ATF7
9131,EPOR,JDP2
9132,EPOR,ESR1
9133,EPOR,SMAD4
9134,EPOR,NFATC1
9135,EPOR,PPARA
9136,EPOR,IRF1
9137,EPOR,FOSL1
9138,EPOR,HNF1A
9139,EPOR,ZHX1
9140,EPOR,HNF4A
9141,EPOR,XPA
9142,EPOR,ETV1
9143,EPOR,MITF
9144,EPOR,ZNF385A
9145,EPOR,SRF
9146,EPOR,ERF
9147,EPOR,ZBTB16
9148,EPOR,SMARCC2
9149,EPOR,PAXBP1
9150,EPOR,MEF2C
9151,EPOR,USF1
9152,EPOR,DDIT3
9153,EPOR,MEF2D
9154,EPOR,MAX
9155,EPOR,MEF2B
9156,EPOR,SP7
9157,EPOR,NFATC4
9158,EPOR,MEF2A
9159,EPOR,TCF3
9160,EPOR,RUNX2
9161,EPOR,GATA2
9162,EPOR,FOXC1
9163,EPOR,PIAS2
9164,EPOR,HBP1
9165,EPOR,FOXO3
9166,EPOR,DLX5
9167,EPOR,ETS1
9168,EPOR,ETS2
9169,EPOR,ATF4
9170,EPOR,CEBPB
9171,EPOR,CEBPA
9172,EPOR,ATF1
9173,EPOR,RARB
9174,EPOR,TFAP2A
9175,EPOR,RARG
9176,EPOR,NCOR2
9177,EPOR,GATA3
9178,EPOR,MLX
9179,EPOR,MYOD1
9180,EPOR,CREB3L4
9181,EPOR,CREB5
9182,EPOR,ATF6B
9183,EPOR,CREB3L3
9184,EPOR,CREB3L2
9185,EPOR,CREB3
9186,EPOR,CREB3L1
9187,EPOR,IRF4
9188,EPOR,IRF8
9189,EPOR,ARNT
9190,EPOR,IRF9
9191,EPOR,IRF2
9192,EPOR,SMAD7
9193,EPOR,WT1
9194,EPOR,MAF
9195,EPOR,PIAS3
9196,EPOR,KLF4
9197,EPOR,PRDM1
9198,EPOR,SPI1
9199,EPOR,FOXO1
9200,EPOR,CEBPD
9201,EPOR,BCL6
9202,EPOR,LIN28A
9203,EPOR,POU2F2
9204,TRAF2,NR2C2
9205,TRAF2,RELA
9206,TRAF2,NFKB1
9207,TRAF2,TP53
9208,TRAF2,E2F1
9209,TRAF2,STAT3
9210,TRAF2,NFKB2
9211,TRAF2,NEUROD1
9212,TRAF2,MLX
9213,TRAF2,ZNF622
9214,TRAF2,MYC
9215,TRAF2,IRF5
9216,TRAF2,GLI1
9217,TRAF2,REL
9218,TRAF2,TP63
9219,TRAF2,IRF3
9220,TRAF2,TSC22D3
9221,TRAF2,SMAD1
9222,TRAF2,CSDE1
9223,TRAF2,GATA4
9224,TRAF2,NFATC4
9225,TRAF2,PINX1
9226,TRAF2,RXRA
9227,TRAF2,NKX2-5
9228,TRAF2,ATF2
9229,TRAF2,SMAD2
9230,TRAF2,NR4A1
9231,TRAF2,JUN
9232,TRAF2,AR
9233,TRAF2,CREB1
9234,TRAF2,SP1
9235,TRAF2,NCOR2
9236,TRAF2,MECP2
9237,TRAF2,PIAS1
9238,TRAF2,ESR1
9239,TRAF2,TP73
9240,TRAF2,STAT1
9241,TRAF2,TAX1BP1
9242,TRAF2,IRF7
9243,TRAF2,PAXBP1
9244,TRAF2,HNF4A
9245,TRAF2,ESR2
9246,TRAF2,TCF7L2
9247,TRAF2,GATA1
9248,TRAF2,STAT4
9249,TRAF2,NFATC3
9250,TRAF2,ELK1
9251,TRAF2,FOXO4
9252,TRAF2,FOS
9253,TRAF2,NR3C1
9254,TRAF2,JUND
9255,TRAF2,MEF2A
9256,TRAF2,SOX10
9257,TRAF2,SMAD4
9258,TRAF2,ZHX1
9259,TRAF2,ID1
9260,TRAF2,ETS1
9261,TRAF2,NFATC1
9262,TRAF2,MTA1
9263,TRAF2,SMARCC2
9264,TRAF2,SMAD7
9265,TRAF2,ARNT
9266,TRAF2,HSF4
9267,TRAF2,GCM1
9268,TRAF2,HIF1A
9269,TRAF2,EGR1
9270,TRAF2,POU2F2
9271,TRAF2,SMAD3
9272,TRAF2,MEF2C
9273,TRAF2,USF1
9274,TRAF2,DDIT3
9275,TRAF2,MEF2D
9276,TRAF2,MAX
9277,TRAF2,ELK3
9278,TRAF2,MEF2B
9279,TRAF2,SP7
9280,TRAF2,TCF3
9281,TRAF2,RUNX2
9282,TRAF2,GATA2
9283,TRAF2,FOXC1
9284,TRAF2,PIAS2
9285,TRAF2,HBP1
9286,TRAF2,JUNB
9287,TRAF2,TWIST1
9288,TRAF2,FOXO3
9289,TRAF2,ATF6
9290,TRAF2,DLX5
9291,TRAF2,ETS2
9292,TRAF2,RARA
9293,TRAF2,MITF
9294,TRAF2,ELK4
9295,TRAF2,ATF4
9296,TRAF2,CEBPB
9297,TRAF2,CEBPA
9298,TRAF2,ATF1
9299,TRAF2,RARB
9300,TRAF2,SRF
9301,TRAF2,TFAP2A
9302,TRAF2,RARG
9303,TRAF2,GATA3
9304,TRAF2,MYOD1
9305,TRAF2,CREB3L4
9306,TRAF2,CREB5
9307,TRAF2,ATF6B
9308,TRAF2,CREB3L3
9309,TRAF2,CREB3L2
9310,TRAF2,CREB3
9311,TRAF2,CREB3L1
9312,TRAF2,PAX2
9313,TRAF2,STAT5A
9314,TRAF2,HSF1
9315,TRAF2,ATF7
9316,TRAF2,JDP2
9317,TRAF2,PPARA
9318,TRAF2,IRF1
9319,TRAF2,FOSL1
9320,TRAF2,HNF1A
9321,TRAF2,XPA
9322,TRAF2,ETV1
9323,TRAF2,ZNF385A
9324,TRAF2,ERF
9325,TRAF2,ZBTB16
9326,TRAF2,LIN28A
9327,TRAF2,TET2
9328,TRAF2,GLI2
9329,TRAF2,FOXM1
9330,TRAF2,PDX1
9331,TRAF2,ATF3
9332,TRAF2,ARID3A
9333,TRAF2,VDR
9334,TRAF2,PLAGL1
9335,TRAF2,PRDM1
9336,TRAF2,BCL6
9337,TRAF2,HIC1
9338,TRAF2,ID2
9339,TRAF2,HMGB1
9340,TRAF2,BHLHE40
9341,TRAF2,KLF4
9342,TRAF2,SNAI2
9343,F3,HMGA1
9344,F3,SMAD1
9345,F3,SMAD9
9346,F3,SMAD5
9347,F3,GABPA
9348,F3,CEBPB
9349,F3,TCF3
9350,F3,HIF1A
9351,F3,STAT3
9352,F3,JUND
9353,F3,ELK1
9354,F3,GATA1
9355,F3,ELK4
9356,F3,SMAD3
9357,F3,SMAD2
9358,F3,STAT5A
9359,F3,MYC
9360,F3,TAL1
9361,F3,ELK3
9362,F3,ETS1
9363,F3,FOS
9364,F3,TWIST1
9365,F3,ESR1
9366,F3,SP1
9367,F3,IRX2
9368,F3,SREBF2
9369,F3,SREBF1
9370,F3,SMAD4
9371,F3,ATF2
9372,F3,E2F1
9373,F3,RXRA
9374,F3,NCOA1
9375,F3,RUNX2
9376,F3,EPAS1
9377,F3,UBTF
9378,F3,JUN
9379,F3,GTF2I
9380,F3,PPARA
9381,F3,HSF1
9382,F3,MAZ
9383,F3,TFCP2
9384,F3,NFATC4
9385,F3,MITF
9386,F3,SP3
9387,F3,TP53
9388,F3,GATA4
9389,F3,RARG
9390,F3,MXD1
9391,F3,RXRG
9392,F3,SPDEF
9393,F3,RARA
9394,F3,NKX2-1
9395,F3,CREB1
9396,F3,NFKB1
9397,F3,ZHX1
9398,F3,PINX1
9399,F3,IKZF3
9400,F3,EGR1
9401,F3,RARB
9402,F3,PURA
9403,F3,HNF1A
9404,F3,RXRB
9405,F3,RELA
9406,F3,CREB3L4
9407,F3,ATF4
9408,F3,CREB3L1
9409,F3,ATF6B
9410,F3,CREB3L3
9411,F3,CREB5
9412,F3,CREB3L2
9413,F3,CREB3
9414,F3,ESR2
9415,F2R,GLI1
9416,F2R,JUN
9417,F2R,STAT5A
9418,F2R,STAT3
9419,F2R,E2F1
9420,F2R,STAT5B
9421,F2R,STAT1
9422,F2R,ESR1
9423,F2R,SOX2
9424,F2R,NFKB1
9425,F2R,IRF1
9426,F2R,NFATC1
9427,F2R,ETS1
9428,F2R,NFATC2
9429,F2R,ETS2
9430,F2R,KLF2
9431,F2R,ELF2
9432,F2R,GABPA
9433,F2R,CEBPB
9434,F2R,TCF3
9435,F2R,HIF1A
9436,F2R,JUND
9437,F2R,ELK1
9438,F2R,GATA1
9439,F2R,ELK4
9440,F2R,SMAD1
9441,F2R,SMAD3
9442,F2R,SMAD2
9443,F2R,MYC
9444,F2R,TAL1
9445,F2R,ELK3
9446,F2R,FOS
9447,F2R,TWIST1
9448,F2R,SP1
9449,F2R,IRX2
9450,F2R,SREBF2
9451,F2R,SREBF1
9452,F2R,SMAD4
9453,F2R,ATF2
9454,F2R,RXRA
9455,F2R,NCOA1
9456,F2R,RUNX2
9457,F2R,EPAS1
