,receptor,TF
1388,ACVR1,TCF7L2
1389,ACVR1,NANOG
1390,ACVR1,SP1
1391,ACVR1,MEF2A
1392,ACVR1,MEF2C
1393,ACVR1,LEF1
1394,ACVR1,SMAD7
1395,ACVR1,CREB1
1396,ACVR1,E2F4
1397,ACVR1,GSC
1398,ACVR1,TFDP1
1399,ACVR1,E2F5
1400,ACVR1,PITX2
1401,ACVR1,ATF4
1402,ACVR1,CSDC2
1403,ACVR1,PAXBP1
1404,ACVR1,RELA
1405,ACVR1,SOX2
1406,ACVR1,GABPA
1407,ACVR1,MYT1
1408,ACVR1,FOXO1
1409,ACVR1,JUN
1410,ACVR1,SOX9
1411,ACVR1,AR
1412,ACVR1,ESR1
1413,ACVR1,GATA3
1414,ACVR1,MAX
1415,ACVR1,PIAS4
1416,ACVR1,FOXP3
1417,ACVR1,SNAI1
1418,ACVR1,TP53
1419,ACVR1,TP63
1420,ACVR1,HIF1A
1421,ACVR1,E2F1
1422,ACVR1,SRF
1423,ACVR1,RXRA
1424,ACVR1,STAT1
1425,ACVR1,TFAP2A
1426,ACVR1,NEUROD1
1427,ACVR1,NFATC3
1428,ACVR1,RARA
1429,ACVR1,PPARG
1430,ACVR1,THRA
1431,ACVR1,PPARA
1432,ACVR1,THRB
1433,ACVR1,VDR
1434,ACVR1,NR4A2
1435,ACVR1,NR1H3
1436,ACVR1,SREBF1
1437,ACVR1,KLF5
1438,ACVR1,MYBL2
1439,ACVR1,MYC
1440,ACVR1,MYCN
1441,AMHR2,SMAD1
1442,AMHR2,SMAD5
1443,AMHR2,SMAD9
1444,AMHR2,SMAD2
1445,AMHR2,SMAD3
1446,AMHR2,ETS1
1447,AMHR2,ZBTB44
1448,AMHR2,RXRG
1449,AMHR2,NFATC4
1450,AMHR2,E2F3
1451,AMHR2,NEUROD1
1452,AMHR2,MLX
1453,AMHR2,MTA1
1454,AMHR2,SMAD4
1455,AMHR2,RUNX2
1456,AMHR2,ATF2
1457,AMHR2,ID3
1458,AMHR2,CTCF
1459,AMHR2,ID4
1460,AMHR2,NKX2-5
1461,AMHR2,ID1
1462,AMHR2,TLX2
1463,AMHR2,ID2
1464,AMHR2,GATA4
1465,EGFR,STAT3
1466,EGFR,STAT5A
1467,EGFR,E2F1
1468,EGFR,STAT5B
1469,EGFR,STAT1
1470,EGFR,ESR1
1471,EGFR,SOX2
1472,EGFR,NFKB1
1473,EGFR,IRF1
1474,EGFR,NFATC1
1475,EGFR,ELK1
1476,EGFR,CREB1
1477,EGFR,ETV4
1478,EGFR,PLSCR1
1479,EGFR,AR
1480,EGFR,RXRA
1481,EGFR,PPARG
1482,EGFR,RUNX1
1483,EGFR,FOXM1
1484,EGFR,IRF3
1485,EGFR,IRF4
1486,EGFR,SMAD3
1487,EGFR,GTF2I
1488,EGFR,KLF16
1489,EGFR,FOS
1490,EGFR,RELA
1491,EGFR,TCF7L2
1492,EGFR,STAT6
1493,EGFR,STAT2
1494,EGFR,DBP
1495,EGFR,ETS1
1496,EGFR,PIAS3
1497,EGFR,MYC
1498,EGFR,MITF
1499,EGFR,STAT4
1500,EGFR,JUNB
1501,EGFR,KLF4
1502,EGFR,EGR1
1503,EGFR,PRDM1
1504,EGFR,SPI1
1505,EGFR,FOXO1
1506,EGFR,TWIST1
1507,EGFR,CEBPD
1508,EGFR,BCL6
1509,EGFR,PROX1
1510,EGFR,HOXA10
1511,EGFR,ATF2
1512,EGFR,MEF2C
1513,EGFR,USF1
1514,EGFR,DDIT3
1515,EGFR,MEF2D
1516,EGFR,MAX
1517,EGFR,ELK3
1518,EGFR,MEF2B
1519,EGFR,JUN
1520,EGFR,TP53
1521,EGFR,SP7
1522,EGFR,NFATC4
1523,EGFR,MEF2A
1524,EGFR,NR3C1
1525,EGFR,TCF3
1526,EGFR,RUNX2
1527,EGFR,GATA2
1528,EGFR,FOXC1
1529,EGFR,PIAS2
1530,EGFR,HBP1
1531,EGFR,FOXO3
1532,EGFR,ATF6
1533,EGFR,DLX5
1534,EGFR,ETS2
1535,EGFR,RARA
1536,EGFR,ELK4
1537,EGFR,ATF4
1538,EGFR,CEBPB
1539,EGFR,CEBPA
1540,EGFR,TP73
1541,EGFR,ATF1
1542,EGFR,RARB
1543,EGFR,SP1
1544,EGFR,SRF
1545,EGFR,TFAP2A
1546,EGFR,RARG
1547,EGFR,NCOR2
1548,EGFR,GATA3
1549,EGFR,MLX
1550,EGFR,MYOD1
1551,EGFR,ZHX1
1552,EGFR,CREB3L4
1553,EGFR,CREB5
1554,EGFR,ATF6B
1555,EGFR,CREB3L3
1556,EGFR,CREB3L2
1557,EGFR,CREB3
1558,EGFR,CREB3L1
1559,EGFR,FOXP3
1560,EGFR,HIC1
1561,EGFR,E2F6
1562,EGFR,MYBL2
1563,EGFR,TFDP1
1564,EGFR,E2F7
1565,EGFR,E2F2
1566,EGFR,TFDP3
1567,EGFR,MYCN
1568,EGFR,MYB
1569,EGFR,MXD3
1570,EGFR,YBX3
1571,EGFR,YBX1
1572,EGFR,HMGA1
1573,EGFR,SMAD1
1574,EGFR,SMAD9
1575,EGFR,SMAD5
1576,EGFR,HSF1
1577,EGFR,TET2
1578,EGFR,GLI2
1579,EGFR,IRF8
1580,EGFR,ARNT
1581,EGFR,IRF9
1582,EGFR,IRF2
1583,EGFR,SMAD7
1584,EGFR,TBX21
1585,EGFR,WT1
1586,EGFR,MTA1
1587,EGFR,PINX1
1588,EGFR,FOSB
1589,EGFR,GABPA
1590,EGFR,HIF1A
1591,EGFR,GATA1
1592,EGFR,SMAD2
1593,EGFR,IRX2
1594,EGFR,ERF
1595,EGFR,GLI1
1596,EGFR,JUND
1597,EGFR,THRB
1598,EGFR,NR4A1
1599,EGFR,NCOA1
1600,EGFR,NR4A2
1601,EGFR,PPARA
1602,EGFR,MAFA
1603,EGFR,SREBF2
1604,EGFR,EPAS1
1605,EGFR,SMAD4
1606,EGFR,SP3
1607,EGFR,SREBF1
1608,EGFR,NR5A1
1609,EGFR,GATA4
1610,EGFR,ESR2
1611,EGFR,ZBED1
1612,EGFR,HNF4A
1613,EGFR,RXRB
1614,EGFR,TSC22D3
1615,EGFR,SOX10
1616,EGFR,RXRG
1617,EGFR,HNF1A
1618,EGFR,NR1H4
1619,EGFR,IKZF3
1620,EGFR,MBD4
1621,EGFR,ZNF396
1622,EGFR,ID2
1623,EGFR,PGR
1624,EGFR,XBP1
1625,EGFR,NR0B2
1626,EGFR,MTA3
1627,EGFR,PRDM15
1628,EGFR,FOXA1
1629,EGFR,ID3
1630,EGFR,CSDE1
1631,EGFR,ATOH1
1632,EGFR,NANOG
1633,EGFR,PIAS4
1634,EGFR,ZEB1
1635,EGFR,SNAI1
1636,EGFR,NEUROD1
1637,EGFR,FOXO4
1638,EGFR,FOXO3B
1639,EGFR,LEF1
1640,EGFR,TCF7
1641,EGFR,PITX2
1642,EGFR,TCF4
1643,EGFR,NR4A3
1644,EGFR,POU5F1
1645,EGFR,TCF7L1
1646,EGFR,NEUROG1
1647,EGFR,TBXT
1648,EGFR,SNAI2
1649,EGFR,CDX4
1650,EGFR,SP5
1651,EGFR,SALL4
1652,EGFR,PPARD
1653,EGFR,CDX1
1654,EGFR,NFATC3
1655,EGFR,NFATC2
1656,EGFR,IRF7
1657,EGFR,REL
1658,EGFR,TERF1
1659,EGFR,TAL1
1660,EGFR,UBTF
1661,EGFR,MAZ
1662,EGFR,TFCP2
1663,EGFR,MXD1
1664,EGFR,SPDEF
1665,EGFR,NKX2-1
1666,EGFR,PURA
1667,EGFR,TERF2
1668,EGFR,NFAT5
1669,EGFR,HMGA2
1670,EGFR,SMARCC2
1671,EGFR,ATMIN
1672,EGFR,MECOM
1673,EGFR,ZFHX3
1674,EGFR,ZNF148
1675,EGFR,KHSRP
1676,EGFR,TFDP2
1677,EGFR,SMARCAL1
1678,EGFR,ZBTB7A
1679,EGFR,TFEB
1680,EGFR,LIN28A
1681,EGFR,POU2F2
1682,EGFR,HES5
1683,EGFR,PAX6
1684,EGFR,EGR2
1685,EGFR,EGR3
1686,TEK,STAT1
1687,TEK,STAT5A
1688,TEK,ELF2
1689,TEK,MYC
1690,TEK,IRF1
1691,TEK,IRF8
1692,TEK,ARNT
1693,TEK,IRF9
1694,TEK,IRF2
1695,TEK,SMAD7
1696,TEK,TBX21
1697,TEK,WT1
1698,TEK,STAT3
1699,TEK,CREB1
1700,TEK,SP1
1701,TEK,NFKB1
1702,TEK,RELA
1703,TEK,ELK1
1704,TEK,FOXP3
1705,TEK,FOS
1706,TEK,ELK4
1707,TEK,JUN
1708,TEK,ATF2
1709,TEK,PAX2
1710,TEK,SMAD3
1711,TEK,JUND
1712,TEK,ELK3
1713,TEK,TWIST1
1714,TEK,FOXO4
1715,TEK,TP73
1716,TEK,JUNB
1717,TEK,TP53
1718,TEK,HSF1
1719,TEK,IRF3
1720,TEK,NR3C1
1721,TEK,RXRA
1722,TEK,RARA
1723,TEK,ATF7
1724,TEK,JDP2
1725,TEK,ESR1
1726,TEK,SMAD4
1727,TEK,NFATC1
1728,TEK,AR
1729,TEK,PPARA
1730,TEK,FOSL1
1731,TEK,HNF1A
1732,TEK,ZHX1
1733,TEK,HNF4A
1734,TEK,XPA
1735,TEK,ETV1
1736,TEK,MITF
1737,TEK,ZNF385A
1738,TEK,SRF
1739,TEK,ERF
1740,TEK,ZBTB16
1741,TEK,PAXBP1
1742,TEK,MTA1
1743,TEK,MLXIPL
1744,TEK,STAT4
1745,TEK,MEF2C
1746,TEK,USF1
1747,TEK,DDIT3
1748,TEK,MEF2D
1749,TEK,MAX
1750,TEK,MEF2B
1751,TEK,SP7
1752,TEK,NFATC4
1753,TEK,MEF2A
1754,TEK,TCF3
1755,TEK,RUNX2
1756,TEK,GATA2
1757,TEK,FOXC1
1758,TEK,PIAS2
1759,TEK,HBP1
1760,TEK,FOXO3
1761,TEK,ATF6
1762,TEK,DLX5
1763,TEK,ETS1
1764,TEK,ETS2
1765,TEK,ATF4
1766,TEK,CEBPB
1767,TEK,CEBPA
1768,TEK,ATF1
1769,TEK,RARB
1770,TEK,TFAP2A
1771,TEK,RARG
1772,TEK,NCOR2
1773,TEK,GATA3
1774,TEK,MLX
1775,TEK,MYOD1
1776,TEK,CREB3L4
1777,TEK,CREB5
1778,TEK,ATF6B
1779,TEK,CREB3L3
1780,TEK,CREB3L2
1781,TEK,CREB3
1782,TEK,CREB3L1
1783,TEK,TSC22D3
1784,TEK,STAT2
1785,TEK,SOX10
1786,TEK,ZBTB7A
1787,TEK,FOSB
1788,FGFR1,MTA1
1789,FGFR1,FOS
1790,FGFR1,CSDE1
1791,FGFR1,NEUROD1
1792,FGFR1,STAT1
1793,FGFR1,JUN
1794,FGFR1,STAT3
1795,FGFR1,CREB1
1796,FGFR1,SP1
1797,FGFR1,NFKB1
1798,FGFR1,MYC
1799,FGFR1,RELA
1800,FGFR1,SMAD4
1801,FGFR1,SMAD7
1802,FGFR1,MLX
1803,FGFR1,ETS1
1804,FGFR1,STAT5B
1805,FGFR1,HIF1A
1806,FGFR1,ATF4
1807,FGFR1,TCF7L2
1808,FGFR1,STAT5A
1809,FGFR1,EGR1
1810,FGFR1,MYB
1811,FGFR1,RELB
1812,FGFR1,ARNT
1813,FGFR1,SMAD3
1814,FGFR1,SMAD2
1815,FGFR1,STAT6
1816,FGFR1,HNF1A
1817,FGFR1,NFE2L2
1818,FGFR1,AR
1819,FGFR1,ELK1
1820,FGFR1,IRF9
1821,FGFR1,KLF1
1822,FGFR1,LHX3
1823,FGFR1,POU1F1
1824,FGFR1,MEF2C
1825,FGFR1,STAT2
1826,FGFR1,MYBL1
1827,FGFR1,TP53
1828,FGFR1,MYOD1
1829,FGFR1,ESR1
1830,FGFR1,KLF5
1831,FGFR1,SREBF1
1832,FGFR1,VDR
1833,FGFR1,IRF1
1834,FGFR1,E2F1
1835,FGFR1,GATA1
1836,FGFR1,ALX1
1837,FGFR1,TFAP2A
1838,FGFR1,NR1H3
1839,FGFR1,ASCL1
1840,FGFR1,MITF
1841,FGFR1,RBPJ
1842,FGFR1,YY1
1843,FGFR1,RBPJL
1844,FGFR1,GLI1
1845,FGFR1,NR4A1
1846,FGFR1,NFATC2
1847,FGFR1,ETS2
1848,FGFR1,MYOG
1849,FGFR1,MYF6
1850,FGFR1,SOX10
1851,FGFR1,NFAT5
1852,FGFR1,FOSL2
1853,FGFR1,DMTF1
1854,FGFR1,FOSL1
1855,FGFR1,CBFB
1856,FGFR1,IRF7
1857,FGFR1,FOSB
1858,FGFR1,ZBTB7A
1859,FGFR1,PPARA
1860,FGFR1,CREM
1861,FGFR1,IRF8
1862,FGFR1,IRF2
1863,FGFR1,TBX21
1864,FGFR1,WT1
1865,FGFR1,TCF4
1866,FGFR1,SPI1
1867,FGFR1,ATF3
1868,FGFR1,NR3C1
1869,FGFR1,HES1
1870,FGFR1,HEY1
1871,FGFR1,ETV1
1872,SDC2,JUN
1873,SDC2,STAT1
1874,SDC2,FOS
1875,SDC2,STAT3
1876,SDC2,SOX10
1877,SDC2,CARHSP1
1878,SDC2,NFATC4
1879,SDC2,RELA
1880,SDC2,WT1
1881,SDC2,HES1
1882,SDC2,ARID3A
1883,SDC2,ETS1
1884,SDC2,STAT5B
1885,SDC2,HIF1A
1886,SDC2,CREB1
1887,SDC2,PLSCR1
1888,SDC2,AR
1889,SDC2,RXRA
1890,SDC2,PPARG
1891,SDC2,RUNX1
1892,SDC2,STAT5A
1893,SDC2,FOXM1
1894,SDC2,IRF3
1895,SDC2,IRF4
1896,SDC2,SMAD3
1897,SDC2,ESR1
1898,SDC2,GTF2I
1899,SDC2,KLF16
1900,SDC2,NFKB1
1901,SDC2,TCF7L2
1902,SDC2,GLI1
1903,SDC2,GLI3
1904,SDC2,GLIS2
1905,SDC2,ETV1
1906,SDC2,TFAP2A
1907,SDC2,TAL1
1908,SDC2,TFAM
1909,SDC2,E2F1
1910,SDC2,RARA
1911,SDC2,ETV5
1912,SDC2,SRF
1913,SDC2,SOX9
1914,SDC2,ATF1
1915,SDC2,HSF1
1916,SDC2,ATF2
1917,SDC2,CREB3
1918,SDC2,ATF4
1919,SDC2,ID2
1920,SDC2,NEUROD1
1921,SDC2,ZEB2
1922,SDC2,CSDE1
1923,SDC2,RARG
1924,SDC2,CSDC2
1925,SDC2,CREB3L3
1926,SDC2,CREB3L2
1927,SDC2,PAXBP1
1928,SDC2,LRRFIP1
1929,SDC2,SMARCC2
1930,SDC2,CREB3L4
1931,SDC2,ZHX1
1932,SDC2,CREB3L1
1933,SDC2,NFATC3
1934,SDC2,GABPA
1935,SDC2,CEBPB
1936,SDC2,TCF3
1937,SDC2,JUND
1938,SDC2,ELK1
1939,SDC2,GATA1
1940,SDC2,ELK4
1941,SDC2,SMAD1
1942,SDC2,SMAD2
1943,SDC2,MYC
1944,SDC2,ELK3
1945,SDC2,TWIST1
1946,SDC2,SP1
1947,SDC2,IRX2
1948,SDC2,SREBF2
1949,SDC2,SREBF1
1950,SDC2,SMAD4
1951,SDC2,NCOA1
1952,SDC2,RUNX2
1953,SDC2,EPAS1
1954,SDC2,UBTF
1955,SDC2,PPARA
1956,SDC2,MAZ
1957,SDC2,TFCP2
1958,SDC2,MITF
1959,SDC2,SP3
1960,SDC2,TP53
1961,SDC2,GATA4
1962,SDC2,MXD1
1963,SDC2,RXRG
1964,SDC2,SPDEF
1965,SDC2,NKX2-1
1966,SDC2,PINX1
1967,SDC2,IKZF3
1968,SDC2,EGR1
1969,SDC2,RARB
1970,SDC2,PURA
1971,SDC2,HNF1A
1972,SDC2,RXRB
1973,SDC2,ATF6B
1974,SDC2,CREB5
1975,SDC2,ESR2
1976,SDC2,IRF7
1977,SDC2,FOSB
1978,SDC2,NFAT5
1979,SDC2,TCF4
1980,SDC2,SPI1
1981,SDC2,ATF3
1982,SDC2,FOSL1
1983,SDC2,FOSL2
1984,SDC2,NR3C1
1985,SDC2,HEY1
1986,SDC2,SMAD7
1987,SDC2,MYB
1988,SDC2,DMTF1
1989,SDC2,BCL6
1990,SDC2,GATA2
1991,SDC2,MEF2B
1992,SDC2,ERF
1993,SDC2,THRB
1994,SDC2,YBX1
1995,SDC2,NR4A1
1996,SDC2,NR4A2
1997,SDC2,MAFA
1998,SDC2,NR5A1
1999,SDC2,MEF2C
2000,SDC2,ZBED1
2001,SDC2,HNF4A
2002,SDC2,TSC22D3
2003,SDC2,MTA1
2004,SDC2,NR1H4
2005,SDC2,STAT2
2006,SDC2,ZNF397
2007,SDC2,MYRF
2008,SDC2,MIS18BP1
2009,SDC2,TOX
2010,SDC2,ZNF784
2011,SDC2,ZNF765
2012,SDC2,IRF1
2013,SDC2,IRF8
2014,SDC2,ARNT
2015,SDC2,IRF9
2016,SDC2,IRF2
2017,SDC2,TBX21
2018,SDC2,ZBTB7A
2019,SDC2,CBFB
2020,SDC2,PAX2
2021,SDC2,FOXO4
2022,SDC2,TP73
2023,SDC2,JUNB
2024,SDC2,ATF7
2025,SDC2,JDP2
2026,SDC2,NFATC1
2027,SDC2,XPA
2028,SDC2,ZNF385A
2029,SDC2,ZBTB16
2030,FPR1,GLI1
2031,FPR1,GABPA
2032,FPR1,CEBPB
2033,FPR1,TCF3
2034,FPR1,HIF1A
2035,FPR1,STAT3
2036,FPR1,JUND
2037,FPR1,ELK1
2038,FPR1,GATA1
2039,FPR1,ELK4
2040,FPR1,SMAD1
2041,FPR1,SMAD3
2042,FPR1,SMAD2
2043,FPR1,STAT5A
2044,FPR1,MYC
2045,FPR1,TAL1
2046,FPR1,ELK3
2047,FPR1,ETS1
2048,FPR1,FOS
2049,FPR1,TWIST1
2050,FPR1,ESR1
2051,FPR1,SP1
2052,FPR1,IRX2
2053,FPR1,SREBF2
2054,FPR1,SREBF1
2055,FPR1,SMAD4
2056,FPR1,ATF2
2057,FPR1,E2F1
2058,FPR1,RXRA
2059,FPR1,NCOA1
2060,FPR1,RUNX2
2061,FPR1,EPAS1
2062,FPR1,UBTF
2063,FPR1,JUN
2064,FPR1,GTF2I
2065,FPR1,PPARA
2066,FPR1,HSF1
2067,FPR1,MAZ
2068,FPR1,TFCP2
2069,FPR1,NFATC4
2070,FPR1,MITF
2071,FPR1,SP3
2072,FPR1,TP53
2073,FPR1,GATA4
2074,FPR1,RARG
2075,FPR1,MXD1
2076,FPR1,RXRG
2077,FPR1,SPDEF
2078,FPR1,RARA
2079,FPR1,NKX2-1
2080,FPR1,CREB1
2081,FPR1,NFKB1
2082,FPR1,ZHX1
2083,FPR1,PINX1
2084,FPR1,IKZF3
2085,FPR1,EGR1
2086,FPR1,RARB
2087,FPR1,PURA
2088,FPR1,HNF1A
2089,FPR1,RXRB
2090,FPR1,RELA
2091,FPR1,CREB3L4
2092,FPR1,ATF4
2093,FPR1,CREB3L1
2094,FPR1,ATF6B
2095,FPR1,CREB3L3
2096,FPR1,CREB5
2097,FPR1,CREB3L2
2098,FPR1,CREB3
2099,FPR1,ESR2
2100,FPR1,STAT1
2101,FPR1,STAT4
2102,FPR1,HSF4
2103,FPR1,TSC22D3
2104,FPR1,NFATC2
2105,FPR1,ETS2
2106,FPR1,NFATC1
2107,FPR1,SPI1
2108,FPR1,PPARG
2109,FPR2,GLI1
2110,APLNR,GLI1
2111,ITGAM,NFKB1
2112,ITGAM,ETS1
2113,ITGAM,MTA1
2114,ITGAM,GATA4
2115,ITGAM,FOS
2116,ITGAM,STAT1
2117,ITGAM,STAT5A
2118,ITGAM,NANOG
2119,ITGAM,NCOA1
2120,ITGAM,SMAD4
2121,ITGAM,TERF1
2122,ITGAM,MITF
2123,ITGAM,RELA
2124,ITGAM,NCOR2
2125,ITGAM,JUN
2126,ITGAM,LIN28A
2127,ITGAM,MYC
2128,ITGAM,POU2F2
2129,ITGAM,TP53
2130,ITGAM,SRF
2131,ITGB2,NFKB1
2132,ITGB2,ETS1
2133,ITGB2,MTA1
2134,ITGB2,ID3
2135,ITGB2,STAT3
2136,ITGB2,MEF2A
2137,ITGB2,FOXO3
2138,ITGB2,STAT5B
2139,ITGB2,TP53
2140,ITGB2,CSDE1
2141,ITGB2,NANOG
2142,ITGB2,STAT1
2143,ITGB2,NCOA1
2144,ITGB2,SMAD4
2145,ITGB2,TERF1
2146,ITGB2,MITF
2147,ITGB2,ESR1
2148,ITGB2,AR
2149,ITGB2,RELA
2150,ITGB2,NCOR2
2151,ITGB2,JUN
2152,ITGB2,FOS
2153,ITGB2,LIN28A
2154,ITGB2,MYC
2155,ITGB2,POU2F2
2156,ITGB2,SRF
2157,ITGB2,NFATC1
2158,ITGB2,GATA4
2159,LRP6,HNF1A
2160,LRP6,LEF1
2161,LRP6,TCF3
2162,LRP6,SMAD4
2163,LRP6,TCF4
2164,LRP6,MYC
2165,LRP6,SMAD3
2166,LRP6,SMAD7
2167,LRP6,TP53
2168,LRP6,MAX
2169,LRP6,JUN
2170,LRP6,MYB
2171,LRP6,NFKB1
2172,LRP6,RELB
2173,LRP6,CREB1
2174,LRP6,ARNT
2175,LRP6,SMAD2
2176,LRP6,STAT6
2177,LRP6,RELA
2178,LRP6,NFE2L2
2179,LRP6,AR
2180,LRP6,ELK1
2181,LRP6,IRF9
2182,LRP6,KLF1
2183,LRP6,LHX3
2184,LRP6,POU1F1
2185,LRP6,MEF2C
2186,LRP6,STAT2
2187,LRP6,MYBL1
2188,LRP6,MYOD1
2189,LRP6,ESR1
2190,LRP6,STAT3
2191,LRP6,KLF5
2192,LRP6,SREBF1
2193,LRP6,VDR
2194,LRP6,IRF1
2195,LRP6,E2F1
2196,LRP6,GATA1
2197,LRP6,ALX1
2198,LRP6,TFAP2A
2199,LRP6,NR1H3
2200,LRP6,ASCL1
2201,LRP6,MITF
2202,LRP6,RBPJ
2203,LRP6,YY1
2204,LRP6,RBPJL
2205,LRP6,GLI1
2206,LRP6,NR4A1
2207,LRP6,PDX1
2208,LRP6,SIX3
2209,LRP6,SIX6
2210,LRP6,HNF4A
2211,LRP6,ALX4
2212,LRP6,CDX1
2213,LRP6,PITX2
2214,LRP6,SP5
2215,LRP6,FOSL1
2216,LRP6,TBXT
2217,LRP6,CDX4
2218,LRP6,PPARD
2219,LRP6,SALL4
2220,LRP6,SNAI2
2221,LRP6,ATF2
2222,LRP6,FOS
2223,LRP6,ATF1
2224,LRP6,MEF2A
2225,LRP6,NKX2-5
2226,LRP6,TFDP1
2227,LRP6,E2F4
2228,LRP6,E2F5
2229,LRP6,CTCF
2230,LRP6,TCF7
2231,LRP6,GATA4
2232,LRP6,SNAI1
2233,LRP6,ID1
2234,LRP6,ID3
2235,LRP6,ID4
2236,LRP6,TCF7L2
2237,LRP6,ID2
2238,LRP6,TLX2
2239,LRP6,TCF7L1
2240,LRP6,ZEB2
2241,LRP6,BHLHE41
2242,LRP8,TP73
2243,LRP8,STAT1
2244,LRP8,PLSCR1
2245,LRP8,JUN
2246,LRP8,ESR1
2247,LRP8,TUB
2248,LRP8,STAT5B
2249,LRP8,STAT6
2250,LRP8,STAT5A
2251,LRP8,STAT3
2252,LRP8,IRF3
2253,LRP8,PPARG
2254,LRP8,PAX7
2255,LRP8,MYC
2256,LRP8,CEBPB
2257,LRP8,TP63
2258,LRP8,ZNF746
2259,LRP8,IKZF1
2260,LRP8,FOXO3
2261,OLR1,NFATC1
2262,TLR4,NFKB1
2263,TLR4,IRF1
2264,TLR4,IRF3
2265,TLR4,STAT4
2266,TLR4,ATF2
2267,TLR4,SMAD3
2268,TLR4,MEF2C
2269,TLR4,FOS
2270,TLR4,USF1
2271,TLR4,ELK1
2272,TLR4,DDIT3
2273,TLR4,MEF2D
2274,TLR4,CREB1
2275,TLR4,MAX
2276,TLR4,ELK3
2277,TLR4,STAT3
2278,TLR4,STAT1
2279,TLR4,MEF2B
2280,TLR4,JUN
2281,TLR4,TP53
2282,TLR4,SP7
2283,TLR4,NFATC4
2284,TLR4,MEF2A
2285,TLR4,ESR1
2286,TLR4,NR3C1
2287,TLR4,TCF3
2288,TLR4,RUNX2
2289,TLR4,GATA2
2290,TLR4,FOXC1
2291,TLR4,PIAS2
2292,TLR4,HBP1
2293,TLR4,JUNB
2294,TLR4,TWIST1
2295,TLR4,FOXO3
2296,TLR4,ATF6
2297,TLR4,DLX5
2298,TLR4,AR
2299,TLR4,ETS1
2300,TLR4,ETS2
2301,TLR4,MYC
2302,TLR4,RARA
2303,TLR4,RELA
2304,TLR4,MITF
2305,TLR4,ELK4
2306,TLR4,ATF4
2307,TLR4,CEBPB
2308,TLR4,CEBPA
2309,TLR4,TP73
2310,TLR4,ATF1
2311,TLR4,RARB
2312,TLR4,SP1
2313,TLR4,SRF
2314,TLR4,TFAP2A
2315,TLR4,RARG
2316,TLR4,NCOR2
2317,TLR4,GATA3
2318,TLR4,MLX
2319,TLR4,MYOD1
2320,TLR4,ZHX1
2321,TLR4,CREB3L4
2322,TLR4,CREB5
2323,TLR4,ATF6B
2324,TLR4,CREB3L3
2325,TLR4,CREB3L2
2326,TLR4,CREB3
2327,TLR4,CREB3L1
2328,TLR4,LIN28A
2329,TLR4,POU2F2
2330,TLR4,FOSB
2331,TLR4,IRF9
2332,TLR4,STAT2
2333,TLR4,IRF5
2334,TLR4,GLI1
2335,TLR4,REL
2336,TLR4,TP63
2337,TLR4,TSC22D3
2338,TLR4,NFKB2
2339,TLR4,MECP2
2340,TLR4,PIAS1
2341,TLR4,TAX1BP1
2342,TLR4,IRF7
2343,TLR4,PIAS3
2344,TLR4,BCL6
2345,TLR4,POU2F1
2346,TLR4,KLF4
2347,TLR4,NR2C2
2348,TLR4,SMAD2
2349,TLR4,NR4A1
2350,TLR4,GATA4
2351,TLR6,NFKB1
2352,TLR6,RELA
2353,TLR6,IRF5
2354,TLR6,TP53
2355,TLR6,GLI1
2356,TLR6,REL
2357,TLR6,TP63
2358,TLR6,IRF3
2359,TLR6,TSC22D3
2360,TLR6,NFKB2
2361,TLR6,MECP2
2362,TLR6,PIAS1
2363,TLR6,ESR1
2364,TLR6,TP73
2365,TLR6,STAT1
2366,TLR6,TAX1BP1
2367,TLR6,IRF7
2368,TLR6,MYC
2369,TLR6,KLF4
2370,TLR6,NR2C2
2371,TLR6,ATF2
2372,TLR6,STAT3
2373,TLR6,FOSB
2374,VLDLR,FOXO3
2375,TLR2,IRF1
2376,TLR2,IRF3
2377,TLR2,NFKB1
2378,TLR2,STAT3
2379,TLR2,HIF1A
2380,TLR2,RELA
2381,TLR2,MYC
2382,TLR2,TP53
2383,TLR2,PIAS3
2384,TLR2,BCL6
2385,TLR2,MITF
2386,TLR2,POU2F1
2387,TLR2,DDIT3
2388,TLR2,STAT1
2389,TLR2,FOSB
2390,TLR2,STAT5A
2391,TLR2,STAT2
2392,TLR2,STAT5B
2393,TLR2,NFKB2
2394,TLR2,IRF5
2395,TLR2,MECP2
2396,TLR2,PIAS1
2397,TLR2,ESR1
2398,TLR2,TP73
2399,TLR2,TAX1BP1
2400,TLR2,IRF7
2401,TLR2,KLF4
2402,TLR2,RFX5
2403,TLR2,SMAD7
2404,TLR2,YBX1
2405,TLR2,AIRE
2406,TLR2,IRF2
2407,TLR2,NFATC1
2408,TLR2,GLI1
2409,TLR2,REL
2410,TLR2,TP63
2411,TLR2,TSC22D3
2412,TLR2,NR2C2
2413,TLR2,SMAD1
2414,TLR2,CSDE1
2415,TLR2,GATA4
2416,TLR2,NFATC4
2417,TLR2,PINX1
2418,TLR2,RXRA
2419,TLR2,NKX2-5
2420,TLR2,ATF2
2421,LEPR,STAT3
2422,LEPR,STAT5B
2423,LEPR,STAT1
2424,LEPR,STAT5A
2425,LEPR,STAT6
2426,LEPR,DBP
2427,LEPR,STAT4
2428,LEPR,ATOH1
2429,LEPR,TET2
2430,LEPR,GTF2I
2431,LEPR,MYC
2432,LEPR,STAT2
