,TF,target
22773,SP1,KDM5B
22774,SPI1,MYF5
22775,SPI1,MYOD1
22776,GTF3A,BTK
22777,GTF3A,ERVK-11
22778,ESR1,SMURF2
22779,CREB1,GAL
22780,SP1,GAL
22781,USF1,TNFAIP3
22782,SPI1,DCN
22783,BCL6,IFNA1
22784,NFE2L2,HIF1A
22785,HIF1A,NFE2L2
22786,STAT3,CLU
22787,NR3C2,FKBP5
22788,NR3C2,SGK1
22789,RELB,EIF5A
22790,REL,EIF5A
22791,NFKB2,EIF5A
22792,RELA,EIF5A
22793,NFKB1,EIF5A
22794,TP53,EHMT2
22795,ESR1,SULT2A1
22796,ESR1,IBSP
22797,PITX2,JAZF1
22798,HSF1,SPI1
22799,ESR1,TLR2
22800,JUN,ANKRD1
22801,E2F1,TRIB2
22802,MAFB,MAFA
22803,STAT1,RELA
22804,RELA,STAT1
22805,FOXP3,HLA-E
22806,SOX2,HHAT
22808,FOXA1,CD274
22809,WT1,CTCF
22810,CTCF,WT1
22811,MYB,HRH1
22812,NR3C1,HRH1
22813,STAT5A,HRH1
22814,PITX2,TLX1
22815,ZNF148,SPI1
22816,HNF4A,VNN1
22817,ESR2,IQGAP1
22818,BCL6,IL21
22819,BCL6,IL9
22820,BCL6,IL2
22821,STAT3,PRKCB
22822,AHR,IL23A
22823,ATF3,NFKB2
22824,ARNT,SDC4
22825,HIF1A,SDC4
22826,SRY,SDC4
22827,JUNB,NOX4
22828,JUND,NOX4
22829,JUN,NOX4
22830,NKX3-1,XRCC6
22831,SP1,PC
22832,TP53,SETDB1
22833,RELB,RSF1
22834,REL,RSF1
22835,NFKB2,RSF1
22836,RELA,RSF1
22837,NFKB1,RSF1
22838,RELB,HGF
22839,REL,HGF
22840,NFKB2,HGF
22841,RELA,HGF
22842,NFKB1,HGF
22843,ATF6,DMP1
22844,ATF6,DSPP
22845,EGR2,EPHA4
22846,SP1,GRIA1
22847,SP3,GRIA1
22848,SP3,GRIA2
22849,ETS1,FLVCR1
22850,EPAS1,FLVCR1
22851,PAX3,GSK3B
22852,RELA,TRAF6
22853,CEBPA,GNAI2
22854,CEBPB,GNAI2
22855,SP1,GNAI2
22856,RORA,INS
22857,FOXM1,CDC6
22858,NR2C2,ATM
22859,KLF5,HK1
22860,KLF5,HK3
22861,JUN,MAPK12
22862,CREB1,GEM
22863,STAT5A,FOSL2
22864,PRDM1,SNCA
22865,CREB1,DYRK1B
22866,HIF1A,FSCN1
22867,TP53,MAPK13
22868,EGR1,SPTBN1
22869,TFAM,NOS2
22870,TFAM,HSPA4
22871,SOX10,MIA
22872,CTCF,IL17A
22873,POU2F1,IL17A
22874,TP63,IL17A
22875,ARNT,CDKN2B
22876,STAT3,SOCS5
22877,TFCP2,SOCS5
22878,CREB3L1,AVP
22879,MYC,DVL2
22880,JUN,SMURF1
22881,SMAD1,EGF
22882,ESR1,ME3
22883,OTX2,RGR
22884,OTX2,RLBP1
22885,OTX2,RPE65
22886,SOX9,RGR
22887,SOX9,RLBP1
22888,SOX9,RPE65
22889,CEBPB,APRT
22890,NR5A1,APRT
22891,MYC,HBA1
22893,GATA2,AQP2
22894,AHR,YY1
22895,PPARD,CYP1A1
22896,AHR,PAH
22897,GATA2,FCER1G
22898,GATA1,FCER1A
22899,GATA2,FCER1A
22900,GATA2,MS4A2
22901,SPI1,FCER1A
22902,SPI1,MS4A2
22903,TP53,IL6R
22904,CREB1,RPS27A
22905,SP1,RPS27A
22906,FOS,VGF
22907,EGR1,KRT5
22908,NR4A1,G6PC1
22909,SMAD5,DLX3
22910,SMAD5,SSBP3
22911,NCOA1,CD24
22912,NCOA1,PAWR
22913,HNF4A,TERT
22914,AHR,RHOA
22915,CTCF,ANG
22916,CTCF,ERVK-11
22917,HMGA2,FZD2
22918,SOX9,TUBB3
22919,CRX,KCNV2
22920,NFIA,HSPA4
22921,SP1,HSPA4
22922,MEF2D,ATM
22923,SP1,BRK1
22924,KLF15,NFATC1
22925,TP53,UGT2B7
22926,POU2F2,SYK
22927,CTCF,WRAP53
22928,BHLHE40,IL10
22929,NFE2L2,ACHE
22930,SOX2,NR5A2
22931,PDX1,NOTCH1
22932,PDX1,CDKN1B
22933,SP1,SUMO1
22934,IRF5,SPP1
22935,RFX5,SIN3B
22936,IRF4,ZBTB20
22937,RARA,APRT
22938,CREB3L1,SDCBP
22939,CTCF,HDLBP
22940,MYC,HDLBP
22941,FLI1,TEK
22942,SMAD4,BCL2
22943,EGR1,CIDEC
22944,EGR3,NOTCH1
22945,ESR2,NOTCH1
22946,HIC1,TMPO
22948,SATB1,TNFRSF8
22949,TCF3,UNG
22950,NR1H3,S100A9
22951,MEF2C,OGA
22952,MEF2C,TAC1
22953,NCOA1,OGA
22954,NCOA1,TAC1
22955,ZBED1,EPHA5
22956,STAT5A,ABL1
22957,GABPA,AR
22958,SNAI1,PTGER4
22959,PAX3,FABP7
22960,AHR,FGF21
22961,ZEB2,ESR1
22962,ESR1,NHERF2
22963,NCOA1,NHERF2
22964,VDR,PTH1R
22965,IRF7,IL33
22966,SP1,WNT9A
22967,STAT3,ARID5A
22968,NFIL3,BMP4
22969,AR,BMP4
22970,TP53,BRAP
22971,TP53,CTNND1
22972,GTF3A,ACTG2
22973,GATA3,FOXA1
22974,YY1,PRKN
22975,GTF3A,ABCA1
22976,AR,CEBPD
22977,CEBPD,AR
22978,NR3C1,PPARG
22979,PPARG,NR3C1
22980,KLF4,NPHS1
22981,PBX1,PAX6
22982,ZBTB16,CDKN2A
22984,ZBTB16,SP1
22985,ZBTB16,TP53
22986,NCOR2,CDKN1A
22987,PRDM1,HSPA5
22988,STAT5A,BCL2L11
22989,MYT1,KDM1A
22990,MYT1,PTEN
22991,JUND,CYP2C9
22992,NFE2L2,CYP2C9
22993,FOS,CYP2C9
22994,MYC,CTBP2
22995,MYC,NOP16
22996,PDX1,CPE
22997,PDX1,INSR
22998,SREBF1,CPE
22999,AR,HEXIM1
23000,STAT3,HAS2
23001,HSF1,TTR
23002,JUNB,ERN1
23003,TP53,TUG1
23004,TP53,HSPB2
23005,MYB,GJB2
23006,FOXO1,TWIST1
23007,NKX2-5,BMP2
23008,IRF6,CXCL14
23009,IRF6,TLR2
23010,IRF6,IRAK1
23011,IRF6,MYD88
23012,IRF6,CCL5
23013,IRF6,CXCL8
23014,GTF2I,POLR2F
23015,PITX2,NPR1
23016,CRX,AANAT
23017,SNAI1,PLSCR1
23018,NR4A1,FGF21
23019,NR4A1,DEPP1
23020,GLI1,PDGFRA
23021,STAT3,KLRK1
23022,MEF2C,HNRNPD
23023,NFKB2,HES1
23024,RELB,HES1
23025,HES1,GADD45A
23026,STAT1,GADD45A
23029,MYC,BSG
23030,STAT1,HTRA1
23031,E2F1,DROSHA
23032,ESR1,KCNMB1
23033,AHR,GNRH1
23034,AHR,HSD17B8
23035,AHR,IGF1
23036,AHR,KISS1
23037,AHR,STS
23038,AHR,TAC3
23039,AR,GNRH1
23040,AR,HSD17B8
23041,AR,KISS1
23042,AR,STS
23043,AR,TAC3
23044,ARNT,GNRH1
23045,ARNT,HSD17B8
23046,ARNT,IGF1
23047,ARNT,KISS1
23048,ARNT,STS
23049,ARNT,TAC3
23050,ESR1,GNRH1
23051,ESR2,GNRH1
23052,ESR2,HSD17B8
23053,ESR2,KISS1
23054,ESR2,STS
23055,ESR2,TAC3
23056,STAT5B,GNRH1
23057,STAT5B,HSD17B8
23058,STAT5B,KISS1
23059,STAT5B,STS
23060,STAT5B,TAC3
23062,REL,RAC3
23064,RELA,RAC3
23065,NFKB1,RAC3
23066,NFE2L2,FGFR1
23067,NFE2L2,KRT27
23068,NFE2L2,ME3
23069,ZBTB16,IL4
23070,GATA4,DLL1
23071,PPARA,NAMPT
23072,PPARD,NAMPT
23073,MEF2C,TNFSF11
23074,AR,KMT5A
23075,RELB,IL31
23076,REL,IL31
23077,NFKB2,IL31
23078,RELA,IL31
23079,NFKB1,IL31
23081,STAT3,CDX2
23082,PPARG,PLPP1
23083,RELB,DEFB124
23084,REL,DEFB124
23085,NFKB2,DEFB124
23086,RELA,DEFB124
23087,NFKB1,DEFB124
23088,ESR1,MED25
23089,NKX3-1,AKT1
23090,STAT1,PARK7
23091,ARX,SHH
23092,NKX2-2,SHH
23093,MYB,DUSP6
23094,MYB,KRAS
23095,ETV4,POU5F1
23096,SP1,ROBO4
23097,ETS2,PLAAT3
23098,TP53,PLAAT3
23099,FOXC2,CDH1
23100,TFEB,GFAP
23101,KLF8,ABCB1
23102,KLF8,BCL2
23103,SPI1,MAP1S
23104,MYOG,MEGF10
23105,JUN,JUND
23106,NR4A3,TBX1
23107,NKX2-5,RSPO3
23108,ESR1,SLC38A2
23109,GATA2,RC3H1
23110,REL,RC3H1
23111,STAT1,RC3H1
23112,STAT3,RC3H1
23113,RBPJ,CRTC1
23114,ATF4,CDC42
23115,PRDM1,IL10
23116,STAT4,IL10
23117,FOXO1,GLUL
23118,XBP1,RBFOX2
23119,HOXA10,HOXB4
23120,HOXA10,PRDM16
23121,ZEB1,ACTG2
23122,NR4A2,HSD3B1
23123,HIF1A,PRDX3
23124,ZEB1,SLC2A3
23125,SOX9,CATSPER1
23126,ETV1,FGF10
23127,TP53,KLF17
23128,HBP1,BTG1
23129,MYC,BTG1
23130,MYC,KMT5B
23131,JUN,PENK
23132,FOS,PENK
23133,HIF1A,LEPR
23134,ATF4,STAT3
23136,TBX21,IL15
23137,ZBTB7A,SLC2A3
23138,ELK3,ACHE
23139,ESR1,BAX
23140,SMAD2,FGF2
23141,SMAD3,FGF2
23142,JUNB,MAPRE2
23143,JUND,MAPRE2
23144,JUN,MAPRE2
23145,FOS,MAPRE2
23147,AR,GH1
23148,AR,PRL
23149,MNT,IL1B
23150,JUNB,PRB1
23151,JUND,PRB1
23152,JUN,PRB1
23153,RARA,LAMB1
23154,RARG,LAMB1
23155,JUNB,APRT
23156,JUND,APRT
23157,JUN,APRT
23158,MYOG,MYF6
23159,YBX1,ACHE
23160,TFAP2A,SCD
23161,MAFB,RASA1
23162,MYC,MYCN
23163,MYCN,MYC
23164,FOS,PADI4
23165,JUNB,GIP
23166,JUND,GIP
23167,JUN,GIP
23168,TFAP2A,GIP
23169,TFAP2A,HBB
23170,JUNB,HMBS
23171,JUND,HMBS
23172,JUN,HMBS
23173,MYC,AXIN1
23174,MYC,FGFR1
23175,TFAP2A,AXIN1
23176,JUN,MT1A
23177,POU2F2,HBB
23178,THRA,HLA-DQB1
23179,NR3C1,CYP1A1
23180,DBP,AFP
23181,TCF3,IL2RG
23182,TCF3,STXBP1
23183,NR3C1,CSH1
23184,TP63,SGIP1
23185,FOS,PLAT
23187,FOS,MYB
23188,XBP1,HSP90B2P
23189,GTF3A,LCT
23190,GTF3A,LPP
23191,PGR,LYZ
23192,SP1,SERPINC1
23193,USF1,FGG
23194,MAF,MIF
23195,MYC,IFNB1
23196,MYC,RNASEL
23197,DBP,CISH
23198,DBP,TCF3
23199,TCF3,CISH
23200,ZBTB7A,IL5
23201,JUN,RHO
23202,MYC,CD79A
23203,PITX2,HTR2A
23204,AR,TNFRSF1B
23206,NR3C1,NTS
23207,TFAP2A,FABP4
23208,TP53,CD40
23209,USF1,POU3F2
23210,ATF1,PCNA
23211,HMGA1,CXCL14
23213,SP1,SLC2A2
23214,NFIA,HBG1
23215,TP53,CKM
23216,UBTF,TAF1A
23217,CREM,CAMK4
23218,JDP2,IGBP1
23219,TP53,HUNK
23220,TP53,S100A12
23221,ELK1,SST
23222,CREB1,FLT1
23223,NR2F1,BMP4
23224,CEBPD,CFTR
23225,RELB,CSF3
23226,REL,CSF3
23227,NFKB2,CSF3
23228,RELA,CSF3
23229,NFKB1,CSF3
23231,MYB,CD34
23232,IRF1,ICAM1
23233,MYC,IL7
23234,ETS2,KRT8
23235,STAT1,FOS
23236,STAT1,PDGFB
23237,JUN,MPZ
23239,CEBPD,ORM1
23240,STAT3,PRL
23241,STAT3,CSN2
23242,STAT5A,A2M
23243,HMGA2,SELE
23245,AR,FGF7
23246,JUNB,OAT
23247,JUND,OAT
23248,JUN,OAT
23249,NFIA,OAT
23250,RELB,OAT
23251,REL,OAT
23252,NFKB2,OAT
23253,RELA,OAT
23254,NFKB1,OAT
23255,SP1,OAT
23256,TFAP2A,OAT
23257,ETS2,CD34
23258,MYB,PROM1
23259,FOXA2,IGFBP1
23260,FOXM1,IGFBP1
23261,RELB,KCNA4
23262,REL,KCNA4
23263,NFKB2,KCNA4
23264,RELA,KCNA4
23265,NFKB1,KCNA4
23267,POU1F1,GHR
23268,RELB,SMAD3
23269,REL,SMAD3
23270,NFKB2,SMAD3
23271,RELA,SMAD3
23272,NFKB1,SMAD3
23273,E2F1,UNG
23274,GTF3A,IGF2
23276,SP1,KRT18
23277,AHR,PAX5
23278,SP1,LGALS3
23279,TP53,UTS2R
23280,JUNB,CRABP1
23281,JUND,CRABP1
23282,JUN,CRABP1
23283,PPARA,KLK15
23284,PPARG,KLK15
23285,SP1,RRM1
23286,HNF4A,F7
23290,ETS2,CCND1
23291,MYB,EGR1
23292,MYRF,FGF2
23293,JUNB,ATM
23294,JUND,ATM
23295,JUN,ATM
23296,NFATC2,ATM
23297,CEBPA,CSF2
23298,SPI1,CSF2
23299,SPDEF,ERVK-11
23300,JUNB,CYP11B1
23301,JUND,CYP11B1
23302,JUN,CYP11B1
23303,NFIL3,IFNG
23304,NFIL3,PVR
23305,NR4A1,HSPA9
23306,SP1,HBB
23307,CREM,TSHR
23308,FOS,SPTBN1
23309,TFAP2A,FABP1
23310,TFAP2A,SLC2A4
23311,FOS,ZFP36L1
23312,RELB,NANOG
23313,REL,NANOG
23314,NFKB2,NANOG
23315,RELA,NANOG
23316,NFKB1,NANOG
23317,TFAP2A,NF1
23318,BCLAF1,ERCC3
23319,HNF4A,EGF
23320,FOXM1,PROC
23321,SPI1,KCNA1
23322,GATA4,IL5
23323,PBX1,PRKACA
23324,TCF3,PRKACA
23325,SP3,CDKN2B
23326,JUNB,CCL7
23327,JUND,CCL7
23328,JUN,CCL7
23329,STAT3,SERPINA3
23330,SP1,ACTB
23331,SP1,PER1
23332,SP1,PRPH
23333,SP1,PER3
23334,HOXA1,HOXA4
23335,MEF2A,MEOX2
23336,SRF,MYL4
23337,SPI1,SPIB
23338,RARB,CRABP2
23339,ID1,EPOR
23340,MYOD1,HBEGF
23341,MYOD1,BPIFA4P
23342,MYOD1,IGKV2D-26
23343,JUNB,CYP11A1
23344,JUND,CYP11A1
23346,HMGA2,HLA-DRA
23347,POU2F2,HLA-DRA
23348,POU2F2,IFNG
23349,ESR1,ACHE
23350,FOS,ACHE
23351,FOS,CDH1
23352,JUNB,SST
23353,JUND,SST
23355,SP1,TAC1
23356,TFAP2A,TAC1
23357,SRF,IL2RA
23358,SP1,HBA1
23359,JUNB,MT2A
23360,JUND,MT2A
23361,JUN,MT2A
23362,SP1,CEACAM5
23363,ZNF143,ERVK-11
23364,CEBPB,PSG6
23365,CEBPB,U2AF1
23366,CEBPA,PSG6
23367,CEBPD,PSG6
23368,CEBPD,U2AF1
23369,RARB,ICAM1
23370,RXRA,ICAM1
23371,RARA,ICAM1
23372,AR,AMY2A
23374,IRF1,AGTR2
23375,NFATC1,FCGR2A
23376,JUNB,DIDO1
23377,JUND,DIDO1
23379,JUNB,FTMT
23381,JUN,FTMT
23382,JUNB,HP
23383,JUND,HP
23385,TP53,ABL1
23386,AR,MBP
23387,PURA,MBP
23388,MSC,ADH4
23389,SP1,PTGFR
23390,RELB,ITGAX
23391,REL,ITGAX
23392,NFKB2,ITGAX
23393,RELA,ITGAX
23394,NFKB1,ITGAX
23395,SP1,ABL1
23396,SPI1,ABL1
23397,TFAP2A,ABL1
23398,TFAP2A,ITGAX
23399,HNF1A,IGFBP1
23400,PGR,IGFBP4
23401,MYB,CSF2
23402,DBP,IGFBP1
23403,SP1,PLP1
23404,IRF6,PLP1
23405,POU1F1,REN
23406,WT1,RARA
23407,RORA,CHRNA3
23408,RELA,CFAP20
23409,RELB,PKD1
23410,REL,PKD1
23411,NFKB2,PKD1
23412,RELA,PKD1
23413,NFKB1,PKD1
23414,CEBPB,CYP2E1
23415,DBP,CYP2E1
23416,GATA4,SERPINH1
23417,FOSL1,NPPA
23418,MYB,ERBB2
23419,JUNB,PRM3
23420,JUND,PRM3
23421,JUN,PRM3
23422,TFDP1,PCNA
23423,MYC,PDIK1L
23424,MYF6,MEF2A
23425,MEF2A,MYF6
23426,MYRF,MYF6
23427,STAT5A,EPO
23428,USF1,BGLAP
23429,PITX2,PNMT
23430,SP1,NEFL
23431,TFAP2A,NEFL
23432,TFAP2A,TMPRSS11D
23433,EGR1,BLOC1S3
23434,CEBPB,AKR1A1
23435,USF1,AKR1A1
23436,MSC,NR1I3
23437,TFDP1,MYC
23438,JUN,ATP6AP1
23439,JUN,MRAP
23440,PAX6,CRYZ
23441,USF1,CRYAA
23442,FOXA1,SCGB1A1
23443,FOXA2,SCGB1A1
23444,PAX3,SCGB1A1
23445,MAZ,CD4
23446,MSC,RBFOX3
23447,JUNB,RABEP2
23448,JUND,RABEP2
23449,JUN,RABEP2
23450,THRA,MT-ND3
23451,HNF1A,C4BPA
23452,JUNB,IL9
23453,MYC,IL9
23454,SP1,ME1
23455,FOS,CTSD
23456,TFAP2A,NR3C1
23457,STAT1,KITLG
23458,STAT5A,IFNA1
23459,STAT5A,KITLG
23460,ZNF143,IFNA1
23461,RELB,FTMT
23462,REL,FTMT
23463,NFKB2,FTMT
23464,RELA,FTMT
23465,NFKB1,FTMT
23466,JUNB,DNASE1
23467,JUND,DNASE1
23468,JUN,DNASE1
23469,CEBPB,SST
23471,SPI1,JAK1
23472,SPI1,JAK2
23473,NR3C1,INSR
23474,CEBPB,CSH1
23475,STAT1,GBP1
23476,EGR1,ACHE
23477,RARA,TSHB
23478,RXRB,TSHB
23479,MYC,PRKAR2B
23480,JUNB,HRAS
23481,JUND,HRAS
23482,JUN,HRAS
23483,CEBPA,ALDOB
23484,DBP,ALDOB
23485,DBP,HP
23486,POU4F1,INA
23487,FOXA1,TTR
23488,JUN,TTR
23489,JUNB,TTR
23490,JUND,TTR
23492,JUN,CASP1
23493,ESR1,LITAF
23494,HMGA1,IL2RA
23495,RELB,LAMC1
23496,REL,LAMC1
23497,NFKB2,LAMC1
23498,RELA,LAMC1
23499,NFKB1,LAMC1
23500,NR1I2,GUSB
23501,FOS,RB1
23502,YBX1,SLC26A3
23503,USF1,CEACAM5
23504,CEBPB,TNFAIP6
23505,FOS,A2M
23506,STAT3,PDGFB
23507,GATA1,HOXB2
23508,AR,PDLIM7
23509,AR,STATH
23510,HNF1A,PROC
23511,POU2F2,RPN1
23512,MAX,SIN3A
23513,MXD1,SIN3A
23514,GATA1,WT1
23515,RARG,PAM
23516,NR2F2,EPO
23518,FOS,IGF1
23519,NFKB1,CD2
23521,MYC,LTA
23522,HNF1A,ANPEP
23523,FOSB,TH
23524,HOXB3,TTF1
23525,HOXC6,TTF1
23526,HOXC8,TTF1
23527,HOXD3,TTF1
23528,NR3C1,SST
23529,HOXD9,CDH1
23530,HOXA1,L1CAM
23531,FOXP3,APOA2
23532,FOXP3,APOC3
23533,RELB,PREB
23534,REL,PREB
23535,NFKB2,PREB
23536,RELA,PREB
23537,NFKB1,PREB
23539,SP1,ORM1
23541,JUNB,TNFAIP6
23542,JUND,TNFAIP6
23543,JUN,TNFAIP6
23544,FOS,TNFAIP6
23546,USF1,MYL2
23547,ATF3,PENK
23551,PDX1,ABCC8
23552,FOS,FAP
23553,POU2F1,ZFP42
23554,TFDP1,ACHE
23555,HOXA1,ACTB
23556,ELF4,CCNG1
23557,RBPJ,TNP1
23561,DDIT3,FUS
23563,TFDP1,TNFRSF11A
23564,SRY,CYP4V2
23565,STAT2,SIRPA
23566,RELB,NFKB2
23567,REL,NFKB2
23568,NFKB2,NFKB2
23570,NFKB1,NFKB2
23572,RUNX1,CSF1
23573,MYB,LCK
23574,NR3C1,DBH
23575,MYBL1,CD34
23576,MYBL1,TIMM17A
23577,RBPJ,TERT
23578,SPI1,PDLIM7
23579,POU2F2,TSPOAP1
23580,CREB1,LDHA
23581,SP1,LDHA
23582,RARA,HNF4A
23583,HNF4A,RARA
23587,ATF3,PRKACA
23588,RARB,TUBB3
23589,RARA,RBP2
23590,RARB,RBP2
23591,RARG,RBP2
23592,IRF1,JUN
23593,TCF3,TAL1
23594,TFAP2A,HMOX1
23595,JUNB,HPCAL1
23596,JUND,HPCAL1
23597,JUN,HPCAL1
23598,FOS,HPCAL1
23599,NR5A1,OXT
23600,PITX2,PPIG
23601,PITX2,TWF1
23602,CEBPB,TKT
23603,YY1,SURF2
23604,IRF1,ODC1
23605,EGR2,IL3
23607,TFAP2A,DST
23608,SP1,SPN
23609,RBPJ,FCER1G
23610,WT1,JUN
23611,HNF1A,CYP2C9
23612,MYC,CDK1
23613,FOS,LCK
23614,FOS,NQO1
23615,JUNB,POSTN
23616,JUND,POSTN
23617,JUN,POSTN
23618,FOSL1,POSTN
23621,MAX,IL6
23622,PAX8,NCAM1
23623,USF1,ALB
23624,JUNB,AMY2A
23625,JUND,AMY2A
23626,JUN,AMY2A
23627,NRF1,ALAS2
23628,NR3C1,GLUL
23629,SP1,ITGAM
23630,RARA,HOXB1
23631,FOXA1,TAT
23632,FOXA2,TAT
23633,FOS,ODC1
23634,HOXA1,ADRA1D
23635,RARG,SPARC
23636,MYOD1,ADRA1D
23637,NFE2L2,TFAM
23638,FOS,ALB
23639,CREM,PTPRC
23640,NR5A1,RAD21
23641,ATF2,TGFB2
23642,AHR,CYP1A2
23643,TFAP2A,MYOD1
23645,SP1,NPY
23646,NR4A3,GUSB
23647,MYOD1,FASTK
23649,POU2F1,FGF4
23650,YBX1,HLA-E
23651,FLI1,MYC
23652,CREB1,PENK
23653,NR1H4,TNFRSF11B
23654,PITX2,ARG1
23655,SRY,FOSL1
23656,MYC,PALLD
23657,FOS,POSTN
23659,GATA1,KLF1
23660,MYB,HSPA4
23661,MAX,PTMA
23662,USF1,CCND1
23663,CEBPD,SAA1
23664,FOS,HPGDS
23665,JUN,HPGDS
23667,RELB,CCL1
23668,REL,CCL1
23669,NFKB2,CCL1
23670,RELA,CCL1
23671,NFKB1,CCL1
23672,JUNB,CTSB
23673,JUND,CTSB
23674,JUN,CTSB
23675,MYOD1,AGT
23676,THRA,SCN5A
23677,MAX,MXD1
23678,MXD1,MAX
23679,POU1F1,TRH
23680,CEBPD,TF
23681,POU4F1,IL2
23682,EGR1,RB1
23683,SP1,ATP1A2
23684,ETV4,ETS1
23685,POU2F1,ETS1
23686,POU2F2,ETS1
23687,NFKB1,CKM
23688,RXRA,TGFB1
23689,JUNB,CAPN1
23690,JUND,CAPN1
23691,JUN,CAPN1
23692,EGR2,SERPINE2
23693,MYB,CDK1
23694,SP1,CDK1
23695,TFAP2A,MYC
23696,MYOG,DES
23697,GATA3,SERPINH1
23698,HMGA1,NFATC2
23699,CEBPA,INSR
23700,ATF7,SELE
23701,CEBPB,OTC
23702,PITX2,RBP2
23703,MYC,FGF8
23704,THRA,HLA-DRB1
23705,SNAI1,INHBA
23706,HNF4A,ACADM
23707,JUNB,RYK
23708,JUND,RYK
23709,JUN,RYK
23710,THRA,RPS14
23711,ESR1,MGP
23712,MEF2A,MYL2
23713,MYC,EIF2AK2
23714,RELB,LXN
23715,REL,LXN
23716,NFKB2,LXN
23717,RELA,LXN
23718,NFKB1,LXN
23719,CEBPA,APOB
23720,ZNF410,MT1A
23721,ZNF410,TGFA
23722,TFDP1,RB1
23723,CEBPA,APOA2
23724,HNF1A,APOA2
23726,NR4A1,CYP21A2
23727,FOSB,PENK
23728,SP1,CKM
23729,VDR,RARA
23730,SP1,COX5B
23731,MYB,ERVK-11
23732,MYBL2,ERVK-11
23733,MYF6,DES
23734,TP53,TKT
23735,RARB,GH1
23736,SP1,HMBS
23737,CEBPD,CASP3
23738,RARA,BABAM2
23739,JUNB,BABAM2
23740,JUND,BABAM2
23741,JUN,BABAM2
23742,MYOD1,PRKACA
23743,RARB,ACHE
23744,RARB,TAF2
23745,MYOG,TNFRSF11A
23746,NR3C1,H1-2
23747,HMGA2,JUN
23748,TP53,TBP
23749,WT1,CSF1
23750,TCF3,STMN1
23751,MYF6,FGF2
23752,RARA,CALCA
23754,EGR1,NR4A1
23755,MEF2A,ALDOA
23756,MYOG,MLC1
23758,PAX8,WT1
23759,THRB,GTF2B
23760,EGR1,NPPA
23761,YY1,CKM
23762,JUNB,HBE1
23763,JUND,HBE1
23764,JUN,HBE1
23765,JUNB,PTHLH
23766,JUND,PTHLH
23767,JUN,PTHLH
23769,MYCN,HLA-E
23770,FOXG1,MYH6
23771,FOXA1,APOB
23772,POU1F1,SLC25A5
23773,GATA1,PKLR
23774,JUNB,QRFP
23775,JUND,QRFP
23776,JUN,QRFP
23777,ID1,POMC
23778,RELB,SRF
23779,REL,SRF
23780,NFKB2,SRF
23781,RELA,SRF
23782,NFKB1,SRF
23783,AR,PTHLH
23784,TFAP2A,CA2
23785,FOS,BTK
23786,THRA,MMP12
23787,POU1F1,HSPA9
23788,SFPQ,HSPA9
23789,FOXC2,CCL3L1
23790,FOXC2,IL3
23791,JUNB,RB1
23792,JUND,RB1
23793,JUN,RB1
23794,STAT1,SNAP91
23796,SP1,PDIA3
23797,FOS,GRP
23798,ETS2,GATA1
23799,JUNB,PSMA5
23800,JUND,PSMA5
23801,JUN,PSMA5
23802,RELB,PSMA5
23803,REL,PSMA5
23804,NFKB2,PSMA5
23805,RELA,PSMA5
23806,NFKB1,PSMA5
23807,CEBPB,TOP1
23808,YY1,CSF2
23809,FOS,TP53BP1
23811,NFIA,KLK1
23812,SP1,KLK1
23813,NR2F2,CETP
23814,PITX2,CETP
23815,WT1,LITAF
23818,RUNX1,BGLAP
23819,CEBPB,GPS1
23820,USF1,APP
23821,REL,LYZ
23822,RELA,LYZ
23823,HNF4A,TF
23824,TP63,IFNG
23825,ETS2,CSF1R
23826,MYOD1,INS
23827,SP1,CCK
23828,SPI1,CCK
23829,USF1,CCK
23830,AR,MMP9
23831,CEBPA,SLC9A1
23832,CEBPD,SLC9A1
23833,AR,LCT
23834,SP1,ACACA
23835,MECOM,CSF1R
23836,JUNB,POU2F1
23837,JUND,POU2F1
23838,JUN,POU2F1
23839,JUNB,SLC22A2
23840,JUND,SLC22A2
23841,JUN,SLC22A2
23842,RELB,POU2F1
23843,REL,POU2F1
23844,NFKB2,POU2F1
23845,RELA,POU2F1
23846,NFKB1,POU2F1
23847,RELB,SLC25A1
23848,REL,SLC25A1
23849,NFKB2,SLC25A1
23850,RELA,SLC25A1
23851,NFKB1,SLC25A1
23852,POU2F2,BTK
23853,MAFA,CASP1
23854,TAL1,KITLG
23855,JUNB,DBH
23856,JUND,DBH
23857,JUN,DBH
23858,FOXM1,C4BPB
23859,NFIA,C4BPB
23860,JUNB,CDH13
23861,JUND,CDH13
23862,JUN,CDH13
23863,MYC,THPO
23864,NFKB2,MAPRE1
23865,FOXA2,TPO
23866,JUNB,NPPA
23867,RARB,GLUD1
23868,TFAP2A,ADAMTS7
23869,FOSB,BGLAP
23870,HNF4A,ARG1
23873,SP1,ADRA2A
23874,TP53,KRT8
23875,JUNB,GSTK1
23876,JUNB,HPGDS
23877,JUND,GSTK1
23878,JUND,HPGDS
23879,RARA,WNT1
23880,SNAI1,HSPA4
23881,SP1,ALDOC
23882,HNF4A,MST1
23884,JUND,COL1A2
23887,SPI1,CSF1
23888,NR2F1,HNF1B
23889,NR2F2,HNF1B
23890,PITX2,HNF1B
23891,NR2F1,HNF1A
23892,PITX2,HNF1A
23893,WT1,CCN3
23894,IRF1,EIF2AK2
23895,ESR1,GH1
23896,ESR1,GHRHR
23897,RARA,GH1
