,TF,target
21700,NFKB2,CNTF
21701,RELA,CNTF
21702,NFKB1,CNTF
21703,USF1,AGTRAP
21704,USF2,AGTRAP
21705,ATF2,MYLK
21706,ESR1,NPAS4
21707,JUNB,SERPINB3
21708,JUND,SERPINB3
21709,JUN,SERPINB3
21710,MAFB,FBP1
21711,DLX3,MMP9
21712,ID1,PTGS2
21713,ZBTB7A,MBD3
21714,NCOR1,MBD3
21715,NCOR2,MBD3
21716,TCF3,FGFR1
21717,TCF3,ME3
21718,TFAP2A,HOXA7
21719,TFAP2A,HOXA9
21720,TFAP2A,MEIS1
21721,MYB,CS
21722,MYB,NPY6R
21723,SOX9,IGFBP4
21724,FOXG1,NCOA3
21725,SP1,NCOA3
21726,JUN,NANOG
21727,WT1,ADAMTS16
21728,NCOR1,BACE1
21729,ATF4,SIRT4
21730,ATF6B,KDR
21731,HNF4A,PC
21732,NR3C1,IL10
21733,MTA3,CDH1
21734,SOX9,MYOCD
21735,RELB,IRF3
21736,REL,IRF3
21737,NFKB2,IRF3
21738,RELA,IRF3
21739,NFKB1,IRF3
21740,MYB,IGF1R
21741,NFE2L2,CLDN4
21742,STAT3,WASF3
21743,LEF1,FN1
21744,IRF8,BCL2L1
21745,TFAP2A,TLR2
21746,RELB,GADD45G
21747,REL,GADD45G
21748,NFKB2,GADD45G
21749,RELA,GADD45G
21750,NFKB1,GADD45G
21751,SP7,PTH
21752,ZBTB16,CDKN2B
21753,SATB1,CCNE1
21754,HSF1,MICA
21755,POU5F1,CCN2
21756,SOX2,CCN2
21757,TP53,JUP
21758,NFE2L2,THOC1
21759,ATF2,PLD1
21760,AHR,NR5A2
21761,AR,AHR
21762,NFE2L2,SHC1
21763,SNAI1,PPARG
21764,AHR,JUP
21765,NCOR2,CHEK2
21766,NCOR2,PPM1D
21767,ATF3,GADD45A
21768,NFE2L2,OGG1
21769,RORA,ITPR1
21770,RORA,NLGN1
21771,RORA,NTRK2
21772,MAF,TAL1
21773,AR,KDM4C
21774,RELA,CBS
21775,STAT3,BST2
21776,NANOG,BMI1
21777,NFE2L2,PIK3R1
21778,SREBF2,HMGCS1
21779,PPARA,MBL2
21780,HNF4A,EPHX1
21781,NR1I3,EPHX1
21782,SFPQ,EPHX1
21783,STAT5A,SOCS1
21784,ATF6,ESRRG
21785,RUNX1,ATP7A
21786,NR4A3,KRT5
21787,EGR2,EGFR
21788,MYC,MMP1
21789,ESR1,EPHB4
21790,ESR1,EPHA1
21791,HEY2,MYL2
21792,HEY2,MYL7
21793,NR2F2,MYL4
21794,NR2F2,MYL7
21795,SPI1,SLC31A1
21796,TP53,GBP1
21797,STAT6,IL9
21798,STAT5A,CALCA
21800,NR1H3,CYP3A4
21801,NR1H3,NR1I2
21802,KLF4,CIITA
21803,GATA3,CCL27
21804,POU5F1,TERF1
21805,MAFA,GSR
21806,PDX1,GSR
21807,GLI1,CCND1
21808,E2F4,LTBP4
21809,GATA1,LTBP4
21810,SMAD3,LTBP4
21811,SP1,LTBP4
21812,NKX2-5,SIRT1
21813,JUNB,ABCC3
21814,JUND,ABCC3
21816,ESR1,ABCC3
21817,SMAD2,CYP19A1
21818,PGR,CXCL1
21819,EGR2,CNN1
21820,EGR2,TAGLN
21821,NKX2-5,LRRC10
21822,JUN,DKK1
21823,SNAI1,CD44
21824,TFAP4,CD44
21825,TFAP4,CDH1
21826,TFAP4,FN1
21827,TFAP4,LGR5
21828,NR5A1,LHCGR
21829,TCF3,LHCGR
21830,SFPQ,ACTB
21831,SATB1,NES
21832,FOXO1,ABCC2
21833,NFAT5,CASP8AP2
21834,NFAT5,THOP1
21835,NFAT5,WNT2
21836,NFAT5,IAPP
21837,ZBED1,AKT1
21838,PPARA,SPHK1
21839,RUNX1,SUMO1
21840,VDR,GH1
21841,FOS,LHB
21842,STAT4,FATE1
21843,NR1H4,ADH4
21844,PPARA,CUBN
21845,ONECUT1,MAFA
21846,NFE2L2,CD86
21847,NFE2L2,MAPK8
21848,CREB1,MMP1
21849,MYC,RPS14
21850,HNF4A,KRAS
21851,IRF4,HLA-E
21852,RELB,HSP90B1
21853,REL,HSP90B1
21854,NFKB2,HSP90B1
21855,RELA,HSP90B1
21856,NFKB1,HSP90B1
21857,YY1,UBC
21858,HIF1A,SOST
21859,RELB,EIF4H
21860,REL,EIF4H
21861,NFKB2,EIF4H
21862,RELA,EIF4H
21863,NFKB1,EIF4H
21865,CEBPB,HIPK2
21866,RELB,ITCH
21867,REL,ITCH
21868,NFKB2,ITCH
21869,RELA,ITCH
21870,NFKB1,ITCH
21873,NKX2-1,SOD2
21874,NKX2-1,IKBKB
21875,SP1,IKBKB
21876,CLOCK,NGFR
21877,ESRRA,BGLAP
21878,HIF1A,WSB1
21879,SNAI1,OTUD7A
21880,MYC,TRAF6
21881,STAT5A,IL10
21882,TP73,EEF1A1
21883,TP53,EEF1A1
21884,JUNB,MACC1
21885,JUND,MACC1
21886,JUN,MACC1
21887,SP1,MACC1
21888,ESR1,AATF
21889,FOXO3,SESN3
21890,EGR1,GNA11
21891,IRF4,IFIT3
21892,E2F1,FZD1
21893,ZBTB7A,MAPK11
21894,ESR1,IGFBP3
21895,SP1,VLDLR
21896,IRF1,OPTN
21897,NFATC1,CDH1
21898,KLF8,MMP14
21899,SP1,ATP7A
21900,SP1,CYBRD1
21901,SP1,SLC11A2
21902,AR,PCDH11Y
21903,EGR1,PER2
21904,ELK1,PER2
21905,YY1,ALG12
21906,ESR1,ATAD3B
21907,JUNB,PAK3
21908,JUND,PAK3
21910,NR3C2,MPPED2
21911,TP53,SMAD2
21912,MYC,SMAD2
21913,SMAD2,MYC
21914,SP1,GDF5
21915,SP3,GDF5
21916,TP73,TRIM32
21917,E2F1,NELL2
21918,NFE2L2,PRKAA1
21919,CEBPB,HSD3B2
21920,NR3C1,RPS6KA5
21921,MLXIPL,SLC2A4
21922,WT1,FASLG
21923,SP1,FUS
21924,NR4A1,INHA
21925,NR4A1,OSTM1
21926,NKX3-1,CDKN1B
21927,TP63,CTNNB1
21930,RELA,FMN2
21931,SP1,MAGEA11
21932,EPAS1,PROM1
21933,HIF1A,PROM1
21934,TFAP2A,BST2
21935,MYOD1,SIX1
21936,CREB3L2,BDNF
21937,SP1,PIAS4
21938,IRF3,SEC14L1
21939,NCOR1,CYP19A1
21940,KLF4,IL6
21941,RUNX2,THBS1
21942,AIRE,BMP2
21943,TCF3,BAG6
21944,TCF3,YWHAG
21945,BACH2,TP53
21946,SPI1,BCL2L11
21947,SPI1,FGFR1
21948,SPI1,KRT27
21949,SPI1,ME3
21950,TAL1,FBXW7
21951,TAL1,NOTCH1
21952,AR,IGFBP3
21953,HBP1,MATN1
21954,SOX6,MATN1
21955,SOX9,MATN1
21956,HBP1,COL2A1
21957,SP1,FBN1
21958,HES1,MUC5AC
21959,MNT,TERT
21960,MNT,MAX
21961,NR1H4,ATP5F1A
21962,NR1H4,ORM1
21963,KLF2,CD36
21964,KLF4,CCND1
21965,LHX3,ANP32A
21966,TP73,PRODH
21967,TP63,PRODH
21968,AR,UBE2B
21969,TP63,ALDH2
21970,ATF6B,MANF
21971,XBP1,MANF
21972,ATF6,MANF
21973,PITX2,CASR
21974,TP53,LHX2
21976,TP53,NLRP1
21977,TP53,PDK1
21978,NR1H3,FOXO1
21979,SP1,CAV3
21980,ZNF143,PTPN5
21981,NFE2L2,CPOX
21982,KLF2,HBD
21983,EGR1,CXCL1
21984,CTCF,FMR1
21985,JUNB,TCF21
21986,JUND,TCF21
21987,JUN,TCF21
21988,PAX3,EYA1
21989,GATA3,ABCC3
21990,GATA3,SLCO4C1
21991,NR1I2,SCD
21992,SOX2,PQBP1
21993,TP53,RPL37
21994,NR4A1,NGF
21995,SOX10,SMARCA1
21996,JUNB,MAPK13
21997,JUND,MAPK13
21998,JUN,MAPK13
21999,SNAI1,ITGB4
22000,SNAI1,TUBB3
22001,AR,GNMT
22002,RELB,CYP2A13
22003,REL,CYP2A13
22004,NFKB2,CYP2A13
22005,RELA,CYP2A13
22006,NFKB1,CYP2A13
22007,SOX2,LIN28A
22008,KLF4,CDK4
22009,MEF2A,KLF4
22010,TFE3,IRS2
22011,TFE3,PNPLA2
22012,ESR2,NRIP1
22013,GATA1,EDN1
22014,SP1,STK38
22015,NFE2L2,EXOC4
22016,AR,CCAR1
22017,ASCL1,SCG3
22018,ASCL1,ACHE
22019,KLF2,CDH1
22020,GATA2,NRP2
22021,AR,SAFB
22022,SRY,SGF29
22023,CEBPB,PTGES
22024,ELK1,KATNB1
22025,NR4A3,LEP
22026,MAF,CS
22027,MAF,HAL
22028,MAF,MAF1
22029,VDR,PYY
22030,REL,RACK1
22031,VDR,UCP1
22032,PPARA,S1PR1
22033,PPARG,S1PR1
22034,CTCF,BAX
22035,ESR1,FKBPL
22036,TP73,ATG5
22037,SMAD2,IL9
22038,STAT6,ARG1
22039,CEBPB,STAT6
22040,FOXA2,MUC5B
22042,IRF3,IRF9
22043,STAT2,IRF9
22044,SOX4,BBC3
22046,ESR1,NOTCH4
22047,ESR1,PRKCA
22048,IRF3,IL17A
22049,YY1,HMOX1
22050,NR1I2,UBIAD1
22051,PGR,WNT1
22052,AR,GDI1
22053,HNF1A,SLC22A1
22054,HNF1A,POU2F1
22055,JUN,PSMA6
22056,STAT1,IL1B
22057,THRB,SIRT1
22058,ATF6,HMGCR
22059,ATF6,HMGCS2
22060,ETS1,CXCL8
22061,SATB2,UPF3B
22062,IRF4,MCL1
22063,RELB,PID1
22064,REL,PID1
22065,NFKB2,PID1
22066,RELA,PID1
22067,NFKB1,PID1
22068,NEUROD1,CREBBP
22069,HBP1,BMP2
22070,EPAS1,PTK6
22071,HIF1A,PTK6
22072,JUNB,CDH1
22073,JUND,CDH1
22074,JUN,CDH1
22075,NFATC3,CDH1
22076,EGR1,CACNA1H
22077,RELB,ETS1
22078,REL,ETS1
22079,NFKB2,ETS1
22080,RELA,ETS1
22081,NFKB1,ETS1
22082,RELB,THBS1
22083,REL,THBS1
22084,NFKB2,THBS1
22085,RELA,THBS1
22086,NFKB1,THBS1
22087,EGR3,IFNGR1
22088,MITF,TG
22089,NRF1,ENOX1
22090,NRF1,RETREG3
22091,PPARA,GADD45B
22092,JUN,CABIN1
22093,JUNB,CABIN1
22094,JUND,CABIN1
22096,TP53,GH1
22097,NKX2-2,GAST
22098,AR,CDK5
22099,AR,IL12A
22100,MYC,CDK5
22101,FOXO4,MYLK
22102,ESR1,MAP2K5
22103,ESR2,MAP2K5
22104,CEBPB,S1PR1
22105,FOS,S1PR1
22106,CREB3L3,APOA5
22107,HIF1A,SOD2
22108,HSF1,FUT4
22109,SP1,FUT4
22110,RELA,ADAMTS5
22111,STAT3,LEP
22112,TP53,ERAP1
22113,CEBPB,CXCR4
22114,NR4A3,EHD1
22115,STAT3,MMP3
22116,RELB,LGALS7
22117,REL,LGALS7
22118,NFKB2,LGALS7
22119,RELA,LGALS7
22120,NFKB1,LGALS7
22121,TP53,LGALS7
22122,RELB,PLK4
22123,REL,PLK4
22124,NFKB2,PLK4
22125,RELA,PLK4
22126,NFKB1,PLK4
22127,FLI1,CD34
22128,RELB,TNFAIP2
22129,REL,TNFAIP2
22130,NFKB2,TNFAIP2
22131,RELA,TNFAIP2
22132,NFKB1,TNFAIP2
22133,HMGA2,LOX
22134,NKX3-1,DKK3
22135,NKX3-1,SFRP1
22136,NKX3-1,WIF1
22137,IRF1,TRIM21
22138,IRF2,TRIM21
22139,IRF4,IRF1
22140,IRF4,TRIM21
22141,IRF8,TRIM21
22142,TP53,TRPC6
22143,NR4A2,SIRT1
22144,KLF8,NUMB
22145,SP3,PLAU
22146,MAFA,CRYBA1
22147,MYC,GLS
22148,MITF,SBNO2
22149,TAL1,SBNO2
22150,BCL6,IL10
22151,DDIT3,MDM2
22153,TWIST1,HOXA9
22154,RELB,HTRA1
22155,REL,HTRA1
22156,NFKB2,HTRA1
22157,RELA,HTRA1
22158,NFKB1,HTRA1
22160,SP1,SLC19A3
22161,PAX6,CD40
22162,PAX6,TNFSF11
22163,PAX6,TLE6
22164,KLF5,APLN
22165,SP1,APLN
22166,RARA,APLN
22167,RUNX1,ABO
22168,PPARG,MRAP
22169,TEAD1,NAIP
22170,AHR,MT2A
22171,TP53,NKX2-1
22172,SP3,ABCG2
22173,PPARG,POU5F1
22174,TP53,PLAC1
22175,PITX2,CCNA1
22176,TP53,WNT2
22177,STAT5A,CD8A
22178,STAT5A,EOMES
22179,TBX21,EOMES
22180,EOMES,CCL3
22181,EOMES,IL2
22182,TBX21,CCL3
22183,NR1H4,FMO3
22184,NR1H4,GSTA2
22185,RELB,KIT
22186,REL,KIT
22187,NFKB2,KIT
22188,RELA,KIT
22189,NFKB1,KIT
22190,SP1,KIT
22191,HIF1A,QSOX1
22192,THRB,KCNMA1
22193,MYB,ERVW-1
22194,TP53,EI24
22195,E2F1,EI24
22196,RUNX1,MYSM1
22197,STAT5A,TNFSF11
22198,NR4A1,FGFR1
22199,NR4A1,TUBB3
22200,E2F1,PDGFB
22201,SMAD2,HOXD11
22202,SP1,LMX1A
22203,STAT5A,GFI1
22204,FOS,GNRH1
22205,JUN,ADCYAP1
22206,JUN,GNRH1
22207,GATA2,ADCYAP1
22208,GATA4,ADCYAP1
22209,ETS1,IL2
22210,SMAD1,CRELD2
22211,ESR1,MAP2K2
22212,NR4A3,SLC2A4
22213,CEBPB,TNFAIP3
22214,TP53,GFI1
22215,TP53,MAGEE1
22216,TFAP2A,ECM1
22218,RELB,DNMT1
22219,REL,DNMT1
22220,NFKB2,DNMT1
22222,NFKB1,DNMT1
22223,NR1H4,CDKN2A
22226,YY1,SNCA
22227,NR3C2,MLLT3
22228,EPAS1,WDR83
22229,SP1,BMAL1
22230,ESR2,TPH2
22231,ESR1,TPH2
22232,GLI2,MYF5
22233,PAX3,MYF5
22234,FOS,IL11
22235,CREB1,TIGAR
22236,GATA1,HBZ
22237,HOXA10,GHRHR
22238,SPI1,PIN1
22239,TFDP2,MYC
22240,NR0B2,PPARG
22241,RARA,HES6
22242,HNF1A,NCR1
22243,CEBPA,DAPK2
22244,RARA,DAPK2
22245,SPI1,DAPK2
22246,E2F2,MCM5
22247,JUND,LILRB1
22248,SATB1,TNFAIP3
22249,NFATC1,IRF4
22250,TP53,SALL2
22251,WT1,SALL2
22252,CREB1,HSPA1A
22253,CREB1,NFYA
22254,RELB,HSPA1A
22255,REL,HSPA1A
22256,NFKB2,HSPA1A
22257,RELA,HSPA1A
22258,NFKB1,HSPA1A
22259,NR1H4,MCL1
22260,STAT3,TERF1
22261,SOX4,CALD1
22262,EGR1,ACVR1
22263,EGR2,ACVR1
22264,HEY1,ACVR1
22265,ZBTB7A,ACVR1
22266,FOXO3,CAV1
22267,PAX6,PCSK2
22268,CREM,CD8B
22269,MYB,FOXJ1
22270,ESR1,AQP1
22271,STAT1,LCN2
22272,SALL4,HOXA9
22273,TP53,PER2
22274,TP53,SLC5A5
22275,TP73,SLC5A5
22276,PBX1,INPPL1
22277,PKNOX1,INPPL1
22278,SP1,THBS1
22279,RELA,KMT2A
22280,RELB,KMT2A
22281,REL,KMT2A
22282,NFKB2,KMT2A
22284,NFKB1,KMT2A
22285,SP1,C4B_2
22286,SP1,MX2
22287,SP1,SH3PXD2A
22288,RUNX1,PRKACA
22289,GLI1,SOCS1
22290,GLI2,SOCS1
22293,NR1I2,MYOCD
22294,SP1,PAEP
22295,SNAI1,SCARA5
22296,EPAS1,AKT1
22297,EPAS1,PIK3R1
22298,NFE2L2,AKT1
22299,NFE2L2,KDR
22300,NR3C1,LRRK2
22301,ETS1,CD44
22302,CREB1,MSTN
22304,PAX6,SHH
22305,STAT3,MIF
22306,HIC1,IL6
22307,CEBPB,TLR9
22308,ELF4,SOD2
22309,ELF4,NFKB1
22310,FOXO3,NFKB1
22311,NFKB1,FOXO3
22312,ATF2,MAPK9
22313,ATF2,PSMC6
22314,FOS,PSMC6
22315,JUN,PSMC6
22316,E2F7,CCBE1
22317,GATA3,BIRC5
22318,RXRA,BCO1
22319,IRF4,KAT2B
22320,MAZ,TERT
22321,NFE2L2,FABP4
22322,E2F1,PLK1
22323,TFCP2,POMC
22324,MEF2D,KDM1A
22325,ZNF143,CHMP4A
22326,ZNF143,POLR2A
22327,GLI2,TERT
22328,ESR1,UBE2I
22329,NFATC1,UTRN
22330,KLF4,SLC4A7
22331,EGR1,SUMO1
22332,MTA1,BMAL1
22333,CLOCK,MTA1
22334,MTA1,CLOCK
22335,MTA1,CRY1
22336,HOXA10,FGF2
22337,SMAD7,MAPK1
22338,NR2C2,TRIM28
22339,FOXA2,FGL1
22340,HIF1A,GPR35
22341,STAT1,KDM6B
22342,STAT3,KDM6B
22343,HNF1A,ACE2
22344,BHLHE40,RBMS1
22345,HIF1A,RBMS1
22346,ESR2,ABCG2
22347,CREB1,RGS2
22348,CREB1,SIK1
22349,SP7,KDM6B
22350,SP7,KRT27
22351,MYC,POLR3GL
22352,RELB,NOTCH1
22353,REL,NOTCH1
22354,NFKB2,NOTCH1
22355,RELA,NOTCH1
22356,NFKB1,NOTCH1
22357,RBPJ,AKT1
22358,NFKB1,ADGRG3
22359,RELA,ADGRG3
22360,ZBTB16,FGFR3
22361,TP63,BAX
22362,ESR1,AR
22363,AR,RORA
22364,ESR1,RORA
22365,RORA,ESR1
22366,RORA,SUMO1
22367,PRDM1,CD27
22368,PRDM1,IL2RA
22369,MTA1,FASLG
22370,HNF1A,SLC6A19
22371,HNF4A,SLC6A19
22372,PPARA,ABCB5
22373,PPARA,ABCB1
22375,GATA3,TGFBR3
22376,KLF5,EGF
22377,PDX1,CSNK2A2
22378,SMAD1,KRT14
22379,ATF1,DUSP1
22381,TP63,TP53BP2
22382,HSF1,JUN
22383,ESR1,SIK2
22384,ESR1,VCP
22385,AR,PRKAA1
22386,SP1,CDH11
22387,ZEB2,CDH11
22388,RARA,ALOX5
22389,RELB,ACTB
22390,REL,ACTB
22391,NFKB2,ACTB
22392,RELA,ACTB
22393,NFKB1,ACTB
22394,FOXO3,MAPK8
22395,JUNB,PRKDC
22396,JUND,PRKDC
22397,JUN,PRKDC
22398,RELA,PADI4
22399,FOXM1,NBN
22400,TP53,OTUD5
22401,RELB,TWSG1
22402,REL,TWSG1
22403,NFKB2,TWSG1
22404,RELA,TWSG1
22405,NFKB1,TWSG1
22406,IRF9,MYOCD
22407,ATF2,SOX9
22408,NR2C2,ADAMTS5
22409,CREB1,PRSS12
22410,RUNX1,IL22
22411,TBX21,TH
22412,AHR,CTSG
22413,AHR,LHB
22414,TP63,IGFBP7
22415,RELB,MSTN
22416,REL,MSTN
22417,NFKB2,MSTN
22418,RELA,MSTN
22419,NFKB1,MSTN
22421,CREB1,NEDD4L
22422,TFCP2,MET
22423,MYB,STS
22424,STAT5A,DPF3
22425,STAT5B,DPF3
22426,ERF,TRIM62
22427,HNF4A,SLC2A2
22428,TP53,PSME3
22429,SMAD3,PSME3
22430,SP7,SPP1
22431,RORA,TWSG1
22432,RORA,ROR2
22433,RORA,WNT5A
22434,STAT3,HAVCR1
22435,ESR1,MRPL41
22436,ESR1,MTO1
22437,PPARA,ADSS2
22438,PPARG,ADSS2
22439,PPARG,PRPS1
22440,HSF1,ABCB6
22441,GLI1,BHLHE41
22442,GLI2,BHLHE41
22443,CTCF,SMC3
22444,SNAI1,TNF
22445,SNAI1,WNT2
22446,AR,KRAS
22447,ESR1,KRAS
22448,JUNB,CFH
22449,JUND,CFH
22451,MYOD1,MVP
22452,USF1,MVP
22453,MYB,S100A4
22454,TFAP2A,S100A4
22455,HNF4A,ZMIZ2
22456,AR,SMYD3
22457,ID1,SKP2
22458,IRF3,DDX3X
22459,TP53,TRIM22
22460,SNAI1,ZNF281
22461,AHR,JUN
22462,AHR,SRSF3
22463,TP53,COL2A1
22464,VDR,HAMP
22465,IRF4,CIITA
22466,TWIST1,FOXM1
22467,NR1H4,APOF
22468,HNF4A,CTNNB1
22469,CEBPB,ATF5
22470,STAT1,AKT1
22471,STAT1,MAPK1
22472,STAT1,PIK3R1
22473,STAT5A,PIK3R1
22474,AR,CAV1
22475,SP1,CPOX
22476,SP3,CPOX
22477,SP1,ATP1A1
22478,SP1,ATP1A3
22479,SP3,ATP1A1
22480,SP3,ATP1A3
22481,SPI1,ATP1A3
22482,TWIST1,KLF17
22483,CEBPD,KLF9
22484,TP63,IL7
22485,RORA,CYP8B1
22486,HIF1A,MAPK14
22487,HIF1A,PI3
22488,NR2F1,TH
22489,NANOG,TGFB1
22490,WT1,AKT1
22491,NR1H3,TTPA
22492,SMAD4,FSCN1
22493,VDR,HNF4A
22494,HNF1A,UGT1A10
22495,STAT1,PPARA
22496,STAT3,PPARA
22497,SP1,CHD5
22498,TFAP2A,CHD5
22499,RELB,HSD11B1
22500,REL,HSD11B1
22501,NFKB2,HSD11B1
22502,RELA,HSD11B1
22503,NFKB1,HSD11B1
22505,AR,TBL1XR1
22506,ELK1,AGTR1
22507,ZBTB7B,HLA-E
22508,TBX20,PPARG
22509,CEBPB,IGFBP1
22510,SPI1,RUNX3
22511,NRF1,EIF2S1
22512,NRF1,EIF2S2
22513,NKX3-1,PRSS50
22514,PITX2,FGF16
22515,FOXO1,HMOX1
22516,IRF3,CXCL10
22517,FOXO3,SELENOP
22518,MITF,CSF1
22519,ELF4,IL17A
22520,SMAD7,SKP2
22521,TP53,SATB1
22522,ETV4,PTK2
22523,RELA,PPP1R3A
22524,NCOR1,PPP1R3A
22525,NR1I3,SLC51B
22526,RARA,SLC51B
22527,HES1,ALDH2
22528,HES1,CD44
22529,MITF,IFNG
22530,DDIT3,CASP3
22532,DDIT3,CASP9
22534,ATF2,YTHDC2
22536,NFKB1,RYK
22537,E2F1,ABCG2
22538,ESR1,NR1H3
22539,NR1H3,ESR1
22540,STAT5A,ME3
22541,MEF2D,CDKN1A
22542,TP53,AQP9
22543,TP53,GOT1
22544,CEBPB,TGFBR2
22545,STAT1,SLPI
22546,DDIT3,MMP2
22548,MYC,SMARCA1
22549,MYC,SMARCA4
22550,RELB,USP24
22551,REL,USP24
22552,NFKB2,USP24
22553,RELA,USP24
22554,NFKB1,USP24
22555,STAT3,CCND2
22556,E2F3,ITGA10
22557,FOXO1,RETN
22558,NR1H4,RECK
22560,CREM,CD8A
22561,CREB1,FOXP3
22562,GATA3,NOTCH1
22563,SP1,NOTCH1
22564,RELB,AHR
22565,REL,AHR
22566,NFKB2,AHR
22567,RELA,AHR
22568,NFKB1,AHR
22569,ESR1,PLAC1
22570,NCOA1,PLAC1
22571,NFE2L2,BCL2L11
22572,SP1,MRGPRF
22573,HSF1,HBG1
22574,SP1,EPHX1
22575,SP3,EPHX1
22576,SP3,ACHE
22577,FOXP3,IL10
22578,AHR,IL10
22579,RELB,TRAF3
22580,RELB,BECN1
22581,SOX2,AHR
22582,NR0B2,CYP2D6
22583,ID2,PER1
22584,NR1H4,GSTK1
22585,NR1H4,HPGDS
22586,NR5A1,FDXR
22587,IRF4,NOTCH2
22588,SMAD3,ANGPTL4
22589,ID4,CREBBP
22590,HMGA2,SOX2
22591,MITF,PRKACA
22592,CLOCK,ICAM1
22593,CLOCK,VCAM1
22594,NR1H3,SULT1C2
22595,VDR,SULT1C2
22596,NR1H2,SULT1C4
22597,NR1H3,SULT1C4
22598,NR1H4,SULT1C4
22599,NCOR1,ULK3
22600,TFDP1,CCNA2
22601,TP53,WEE1
22603,NFIL3,CD86
22604,NFIL3,IL33
22605,CREB1,CD59
22606,RELB,CD59
22607,REL,CD59
22608,NFKB2,CD59
22609,RELA,CD59
22610,NFKB1,CD59
22611,EOMES,NOTCH1
22612,FOXO3,SIRT3
22613,POU4F1,PRND
22614,SP1,PRND
22615,SP3,PRND
22616,USF1,PRND
22617,CEBPB,MCAT
22618,JUNB,SPHK1
22619,JUND,SPHK1
22620,JUN,SPHK1
22621,FOS,SPHK1
22623,RELB,PDCD5
22624,REL,PDCD5
22625,NFKB2,PDCD5
22626,RELA,PDCD5
22627,NFKB1,PDCD5
22629,NR0B2,PDCD5
22630,CEBPB,SRY
22631,HNF4A,FST
22632,LEF1,FST
22633,ESR1,RELN
22634,CEBPB,FTO
22635,STAT3,FTO
22636,MAF,CARD11
22637,RARA,CRH
22638,JUNB,HNRNPC
22639,JUND,HNRNPC
22640,JUN,HNRNPC
22641,JUNB,IFNE
22642,JUND,IFNE
22643,JUN,IFNE
22644,ETS2,HNRNPC
22645,ETS2,IFNE
22648,HIF1A,BAX
22649,HIF1A,ZNF667
22650,HIF1A,NMBR
22651,MYC,CASP1
22652,MYC,LRP6
22653,CEBPB,PTGS1
22654,SREBF2,CYP51A1
22655,FOXO4,CYP51A1
22656,TP53,RBM24
22657,KLF15,C1QTNF12
22658,CREB3L3,HAMP
22659,HSF1,HYPK
22660,IRF4,ITGAM
22661,NR0B2,VDR
22662,POU2F1,HMGA1
22663,POU2F2,HMGA1
22664,ZEB1,BMI1
22665,ATF4,CYP2E1
22666,CREB1,CYP2E1
22667,ESR1,THBS2
22668,HSF1,VAMP2
22669,STAT3,S100A11
22670,TP53,AREG
22671,NR0B2,EID1
22672,AHR,CCND1
22673,NFE2L2,SLC15A1
22674,HSF1,ERBB2
22675,CLOCK,CIART
22676,RELB,IFNL2
22677,REL,IFNL2
22678,NFKB2,IFNL2
22679,RELA,IFNL2
22680,NFKB1,IFNL2
22681,RELB,IFNL3
22682,REL,IFNL3
22683,NFKB2,IFNL3
22685,NFKB1,IFNL3
22686,HOXD10,IGFBP3
22687,CREB1,PEBP1
22688,SP1,PEBP1
22689,POU5F1,MMP2
22690,MEF2D,GADD45A
22691,MEF2D,GADD45B
22693,SP3,UCP3
22694,PPARG,UCP3
22695,SP1,UCP3
22696,TBX3,JDP2
22697,STAT5A,CSF3
22698,LEF1,PRKN
22699,GATA3,TNF
22700,TCF4,CDKN1C
22701,MXI1,MYCN
22702,BHLHE40,TP73
22703,TP53,LRRC4
22704,SRY,CSNK1A1
22705,SRY,FN1
22706,SRY,MACC1
22707,SRY,NFAT5
22708,SRY,SERBP1
22709,NR4A3,CYBB
22710,RELA,PDCD4
22711,NFATC1,ITPR2
22712,CDX1,HDC
22713,NR0B2,HDC
22714,SP1,UCP2
22715,USF1,UCP2
22716,ATF4,GPT2
22717,ATF3,CCL2
22718,NR2F2,TNF
22719,GATA2,AR
22720,CREB3L3,FGF21
22721,SNAI1,MTA1
22722,MTA1,SNAI1
22723,HSF1,SLC26A4
22724,STAT6,GAST
22725,STAT6,NOTCH4
22726,AHR,CDKN1A
22727,STAT5A,CPD
22728,AR,CPD
22729,STAT5A,GAST
22730,SP1,KCNQ5
22731,SMAD7,SMURF1
22732,SMAD3,TRIM63
22733,PITX2,ARAP1
22734,PAX6,ARAP1
22735,KLF5,REG1A
22736,JUN,ARG1
22737,CEBPB,CHKA
22738,MYC,RNF31
22739,CLOCK,SIRT1
22740,TFCP2,SLC2A3
22741,PURA,ACTA2
22742,MYC,RUNX3
22743,ESR1,IL37
22744,ESR1,TRIM21
22745,TFAP2A,HIF1A
22746,EGR1,SIVA1
22747,HIF1A,CARM1
22748,HIF1A,PRMT1
22749,SP1,PPARA
22750,E2F1,HMGN1
22751,E2F1,HMGN2
22752,E2F1,UHRF1
22753,STAT3,LGR4
22754,NR1I2,CYP1A2
22755,NR1I3,APP
22756,NFE2L2,SLC31A1
22757,NRF1,SLC31A1
22758,NFE2L2,MT1A
22759,NR1H4,AQP2
22760,CREB1,FGF8
22761,EPAS1,TAGLN
22762,E2F1,DSCC1
22763,NRF1,AR
22764,CEBPB,DPP3
22765,RELB,MAML1
22766,REL,MAML1
22767,NFKB2,MAML1
22768,RELA,MAML1
22769,NFKB1,MAML1
22770,SOX2,BMP4
22771,FOXO1,FASN
22772,MYC,EBNA1BP2
